2512.703147,2715.641514,2719.794105,2778.325045,731.6297079,829.0689352,658.8508739,704.0814942,682.5933308,983.3836354,553.61265,815.6567747,2190.152476,1781.601842,2375.035394,1274.05339,1097.878634,2199.125233,1233.128356,1573.933261,1323.034758,6519.147408,3187.458605,8431.063736,1297.462293,1191.081605,1548.065699,1567.832948,1651.653122
1914.125248,2131.398399,2041.511644,1918.043037,593.4968201,703.7716381,514.2217738,549.7473377,528.222216,763.1475728,266.5254746,468.6557582,2040.280446,1684.060939,2044.321395,863.7152449,788.4717045,1945.063295,907.9674571,1370.126672,1235.637463,5750.780565,2516.742153,7063.448707,1084.18093,1041.261787,1450.812919,1374.79727,1521.490005
1584.457348,1739.335283,1594.399183,1546.13103,459.3615497,508.9427072,461.6360342,455.5518756,432.3334655,559.7130204,337.1322985,522.922741,1851.148414,1428.630034,1867.947394,718.5470983,556.0047738,1480.971355,745.9845458,1091.590082,1247.930167,4657.793717,1935.685698,5583.443669,919.0574165,821.1168719,1251.591488,1152.421002,1341.512101
1633.399447,1857.032166,1536.536721,1561.329022,413.7991996,475.4653608,466.3242344,417.9829452,351.9447536,787.5754006,437.5671212,661.3227216,2033.816376,1699.869124,2226.323386,672.7189483,642.4378401,1598.299408,757.8526008,1085.833486,1438.542866,4316.936849,1605.889235,5123.908607,832.0731676,750.0318545,1223.168938,1102.458009,1298.793864
1767.611545,2061.839048,1654.134257,1675.217012,460.0001749,515.9022926,470.6192311,449.320099,412.1600974,779.2872505,418.2409412,658.1666983,2103.874325,1724.168203,2294.999365,794.9107921,798.9809009,1679.817449,917.5645933,1193.896883,1423.965558,4797.889945,1900.002755,5987.273501,957.0214419,899.6024008,1354.70488,1265.769146,1438.923277
2361.953641,2513.705928,2367.021791,2306.015,592.2179649,632.0730681,562.0020581,486.0201882,483.8858919,852.9980191,552.6767572,810.4166686,2414.942253,1836.607266,2512.845322,1183.892626,977.4539532,2098.315471,1239.608487,1515.340265,1420.118238,6182.292985,2578.936249,7735.488323,1177.528412,1086.227626,1595.531521,1490.128165,1721.483808
2635.705734,2801.592805,2648.239323,2441.012985,723.5357306,758.30556,684.9278618,604.4532535,622.5721635,962.2386677,614.897567,898.6346295,2501.900151,2203.286304,2899.021247,1530.724446,1360.596993,2684.623466,1486.668235,1845.743628,1739.180897,7269.975942,3242.279706,9508.333042,1414.845336,1315.087807,1859.503103,1778.872126,1954.629275
2635.207823,2914.739676,2757.096849,2571.520966,745.7336947,805.2766723,672.1080096,616.337138,679.7637661,939.204149,758.0583681,866.5425769,2840.228005,2325.395307,3131.507126,1919.566246,1589.110016,3059.201421,1757.337781,2175.536963,1810.843529,8147.968783,3650.513113,10561.67762,1562.014846,1440.443187,2033.362092,1910.524421,2088.415381
2459.869907,2797.626542,2760.094371,2611.128941,727.1569642,756.2267116,602.1012992,554.7877577,586.9790072,977.7314061,754.8691573,956.370506,2709.6458,2361.524262,2928.722943,2046.39802,1645.613015,2846.759323,1982.877052,2146.72026,1829.946123,8088.061469,3671.256452,10478.922,1556.516117,1426.654197,1975.280779,1909.357415,2087.460148
1950.441982,2325.4734,2322.991884,1983.106909,596.0405187,601.3558579,486.02052,450.9152318,438.9397118,662.4133727,489.1689307,763.6384112,2394.363519,2029.293155,2499.808679,1645.589758,1286.425983,2695.137156,1507.265956,1951.233508,1564.948669,6813.703954,2775.139702,8381.06613,1304.591462,1185.612826,1706.695134,1589.558518,1764.803605
1416.474049,1687.990247,1491.509388,1354.294867,427.0209138,454.3507485,366.219704,318.5637798,315.0882259,420.4771729,193.5076836,483.1692857,2069.371141,1581.371969,2012.544311,1005.521449,774.9189101,1848.624899,983.7343838,1237.056693,1188.051151,4677.38618,1684.992841,5634.369937,911.1256047,806.7549458,1352.43798,1193.629502,1427.149157
785.4161043,1053.837082,729.0068805,568.7828144,290.0608336,345.9891141,313.5191763,247.771878,232.0663502,285.8391238,63.84641079,134.5321221,1704.078642,1409.190684,1610.289815,430.5910809,517.9817858,1185.742531,600.4842101,857.4297979,1110.643556,3158.228085,881.7758393,3461.373342,551.2285529,510.6924008,1019.744167,817.4351551,1115.159643
505.9081458,785.2039015,328.5643587,297.7467476,110.2473397,188.7017753,179.4228655,132.8045043,119.8516809,152.3517387,21.3321069,155.0119126,1663.745998,1328.569281,1466.825164,270.60464,280.4335985,763.9000279,444.4782994,495.0018067,1028.605867,2345.679603,380.2186696,2354.92626,425.4562099,398.8443663,878.2087237,687.3094178,971.9605353
415.4001713,678.1207033,288.9718202,93.86466477,138.5474165,166.2366354,172.4323684,124.2015931,89.82654394,7.091727826,61.20276648,88.37564911,1544.553181,1209.907736,1390.480329,59.66211204,265.0683361,534.6973636,79.11451064,312.442701,840.9280668,2010.580663,302.3313019,1882.878603,365.776194,319.3007124,830.202708,624.9033079,940.8893603
282.2921783,525.5074845,25.24926269,29.9225635,75.84759593,103.4335967,121.9986082,64.43262058,52.66726425,47.74299986,89.91438409,-19.7286766,1340.290164,1160.746027,1263.245281,5.079482717,-3.924013625,529.9445124,-2.373501907,324.0384622,819.100137,1939.421191,201.0937063,1769.320282,305.7703193,342.5901354,819.7149412,574.1382356,905.2068273
319.2641643,503.0742424,-1.583316475,-2.914558577,61.11315243,101.3752679,148.8718163,13.83114361,48.79920346,47.82746349,30.8099542,84.93892721,1606.756916,1378.144128,1377.029988,57.2187376,342.4175367,600.8314477,62.09971535,374.3280715,942.9020585,1811.111114,144.4158524,1857.791204,314.9452592,284.8866345,807.8356875,584.2898635,921.3163207
528.2961269,780.570974,277.9840802,238.2842962,70.32079296,137.7764426,151.2290005,68.60783802,60.83696618,-67.61497309,-0.495528804,210.4226495,1475.713405,1444.922015,1458.854418,-3.883137738,221.1650137,599.8481422,126.0296533,365.5895097,793.3838111,1974.190354,51.85770962,1826.521275,338.8702965,283.3342636,841.3388137,612.6788648,938.0266301
494.5080635,643.1976765,215.9314661,196.0831545,126.5674843,135.5795989,215.4673344,133.366711,83.74042688,194.5905978,168.0899294,416.4106792,1747.859599,1454.76966,1584.878537,213.8078422,342.1254438,716.5945682,207.4506022,504.9387572,1105.145374,2232.448834,409.3392474,2385.240399,371.4274072,319.7964424,869.9613697,646.3396584,991.5643776
752.2299716,961.0243469,404.6088543,452.5380432,195.6313607,219.0024862,197.7041939,127.0718002,166.7687195,382.7038594,560.5453282,599.752205,1875.705463,1630.367034,1804.122309,346.8307019,522.419853,982.7006974,414.794651,668.3677942,1290.826725,2634.196472,479.9404351,2714.038478,429.286499,415.3244092,974.7899003,757.2882688,1074.336634
672.4618486,1015.050982,611.3962583,528.095989,207.3948803,201.6452035,222.9774003,175.650359,171.8997187,300.3840929,328.9466667,477.0034152,1962.550961,1699.854107,1990.525698,588.8694653,661.2622671,1327.106501,528.9648867,928.0296002,1221.817842,3272.223186,856.3612414,3854.595414,624.0345334,576.0305119,1113.748222,920.3186345,1196.425943
1149.063692,1333.037579,955.8436912,918.2840185,299.6836662,291.417143,257.5334194,203.6270508,230.4668869,434.0075158,428.7869435,665.6844973,2035.876055,1730.390849,2221.698665,901.4631562,899.6847112,1717.831948,670.5433921,1155.731154,1496.858701,4295.778891,1476.901635,5370.991102,814.0120438,695.3372819,1292.800574,1113.01913,1429.237714
1510.875498,1637.504134,1420.951166,1255.952158,375.660594,345.8547204,310.5257514,257.8925418,252.3731714,556.7985824,485.7961568,662.2656388,2309.500705,2033.137224,2377.821168,1276.553798,1198.66721,2111.247008,957.1192446,1440.602434,1501.579275,5313.033497,1904.241583,6607.655436,970.6101257,911.4480533,1468.589555,1333.645918,1573.102015
1696.937265,1937.460645,1738.418696,1507.290435,452.4689546,402.6993981,379.5162362,340.2656684,317.5504675,611.2088827,679.7363045,943.6420259,2362.244868,1991.263199,2521.663166,1626.664413,1430.689787,2321.381648,1145.947515,1734.633417,1525.159539,5723.356913,2288.431052,7451.798304,1053.142202,1012.513712,1523.859515,1435.678662,1647.105447
1775.63899,1997.637107,1781.436294,1554.098875,476.6826632,474.7467547,419.7600242,342.1114236,349.3946959,652.5276414,695.1463838,846.6258447,2334.558501,1938.988736,2505.064613,1628.105022,1613.772465,2451.405832,1277.895265,1736.944077,1656.129463,5719.74904,2231.250005,7318.139588,1043.600471,961.9559829,1481.078937,1382.40099,1575.883944
1824.890669,2147.553516,1683.243973,1690.287505,544.0407419,481.9580056,470.6050729,407.541518,373.9572963,783.1584168,650.4163916,916.56128,2473.191556,2022.343796,2588.175461,1825.085644,1690.505265,2510.479523,1257.412543,2043.31439,1718.129019,5653.519774,2391.118406,7308.839162,1091.447548,989.661419,1482.468545,1389.485402,1586.780688
1704.512298,2087.01987,1903.461745,1771.266351,535.4851497,515.3603224,417.5574107,409.1873134,404.8870093,732.6427607,711.2463236,947.478516,2451.693984,2180.768338,2654.915659,1890.866298,1768.768206,2637.222681,1392.009388,2116.074326,1747.978174,6101.279006,2567.526213,8061.166892,1170.550596,1052.782909,1569.490147,1513.630787,1661.676437
1762.043876,2041.656163,2028.159623,1935.535438,608.2360869,571.7510222,436.8481119,435.1068903,480.2297665,979.6422172,939.5661753,1093.567736,2720.545734,2339.552318,3021.495155,2313.396999,2023.181306,3069.665263,1760.635822,2402.803856,2080.456895,6915.316619,3172.873383,9258.992638,1364.309047,1252.958081,1724.417444,1799.925415,1853.207147
1905.005396,2361.442391,2451.377619,2135.564792,648.6210084,648.984098,427.4081405,454.8118827,524.801048,957.962323,977.3859412,1264.049121,3050.666752,2496.845692,3511.673893,2771.217761,2460.164581,3528.537224,1891.881858,2741.882947,2187.685147,7925.502493,3704.799872,10774.51625,1532.507527,1432.446404,1908.082999,1996.192011,2005.30127
