Spectra1,Spectra2,Spectra3,Spectra4,Spectra5,Spectra6,Spectra7,Spectra8,Spectra9,Spectra10,Spectra11,Spectra12,Spectra13,Spectra14,Spectra15,Spectra16,Spectra17,Spectra18,Spectra19,Spectra20,Spectra21,Spectra22,Spectra23,Spectra24,Spectra25,Spectra26,Spectra27,Spectra28,Spectra29,Spectra30,Spectra31,Spectra32,Spectra33,Spectra34,Spectra35,Spectra36,Spectra37,Spectra38,Spectra39,Spectra40,Spectra41,Spectra42,Spectra43,Spectra44,Spectra45,Spectra46,Spectra47,Spectra48,Spectra49,Spectra50,Spectra51,Spectra52,Spectra53,Spectra54,Spectra55,Spectra56,Spectra57,Spectra58,Spectra59,Spectra60,Spectra61,Spectra62,Spectra63,Spectra64,Spectra65,Spectra66,Spectra67,Spectra68,Spectra69,Spectra70,Spectra71,Spectra72,Spectra73,Spectra74,Spectra75,Spectra76,Spectra77,Spectra78,Spectra79,Spectra80,Spectra81,Spectra82,Spectra83,Spectra84,Spectra85,Spectra86,Spectra87,Spectra88,Spectra89,Spectra90,Spectra91,Spectra92,Spectra93,Spectra94,Spectra95,Spectra96,Spectra97,Spectra98,Spectra99,Spectra100,Spectra101,Spectra102,Spectra103,Spectra104,Spectra105,Spectra106,Spectra107,Spectra108,Spectra109,Spectra110,Spectra111,Spectra112,Spectra113,Spectra114,Spectra115,Spectra116,Spectra117,Spectra118,Spectra119,Spectra120,Spectra121,Spectra122,Spectra123,Spectra124,Spectra125,Spectra126,Spectra127,Spectra128,Spectra129,Spectra130,Spectra131,Spectra132,Spectra133,Spectra134,Spectra135,Spectra136,Spectra137,Spectra138,Spectra139,Spectra140,Spectra141,Spectra142,Spectra143,Wavenumbers
37822.5096,19650.86187,41159.11102,41329.63809,40155.21625,30430.44381,45022.41749,38161.90201,26425.5063,33254.26829,60401.96491,40909.23838,31632.723,34676.53134,43923.47167,48387.75748,47907.48655,31325.66007,36555.12013,48236.3471,4992.094342,5090.052416,8612.234362,10225.52712,9445.90364,9838.572744,9433.994226,10127.26854,7531.410796,10849.9669,9194.298832,9980.009565,9479.664433,9461.285233,12943.04802,10932.46585,8099.2017,13514.92904,10159.23154,10341.64554,13058.32007,13058.32007,8686.265561,10942.63779,11016.03767,14613.9171,10501.1993,7369.631549,16989.09658,10392.66334,14933.39888,15992.65144,9761.38351,14067.31236,15608.99466,12031.80276,10793.9339,14171.43704,10054.53492,15861.45148,15002.08507,10678.56903,8871.413713,7803.076497,9530.966531,13136.9893,9369.864314,15101.21632,15907.15449,15799.57017,12205.02308,8041.100154,9480.861431,10653.65963,10823.14907,12288.03693,10591.645,9532.836257,7933.051879,6224.112134,12047.58688,5030.830011,7497.869633,6144.564158,12776.26305,7456.98375,7292.390368,5976.964193,13928.55038,6789.560495,12423.53086,9133.630809,9677.580491,9091.34378,9237.324072,6322.31363,10848.32442,8678.165914,8055.814784,12241.17936,19332.5785,10014.25747,22622.73386,33139.70034,24601.11846,26749.07199,22736.48263,28268.90422,25345.65705,25921.25023,24874.20901,30037.26841,33041.66423,29936.92818,34016.62531,27691.85582,25410.31507,4897.043191,6352.642923,5806.275961,6343.599206,6476.765097,8116.407626,7161.414411,6776.833984,6504.406175,5942.465608,7198.798304,6940.111756,7433.543453,6894.160337,6262.645414,6399.197724,8026.079258,6723.353249,10251.41525,7828.440045,12883.637,8191.407574,7004.8754,6818.46314,7464.294876,7642.797342,2883.0
1137.776853,3780.204079,2768.492342,2580.140834,3380.200024,3895.398651,3494.049132,3255.023646,3196.00033,3079.272311,4079.506563,3887.931019,3282.174078,5086.620392,3380.340167,3695.755392,3150.74208,3454.076796,2670.855096,3397.452486,877.8025965,1437.461441,1183.643716,557.3431926,1035.751403,1078.995576,1201.514149,1054.601465,750.2569762,653.3417013,544.9735848,430.1905118,720.2143331,514.1293769,728.787239,789.7414163,1150.317878,695.5459641,1087.210559,866.3344997,1077.851851,1077.851851,740.9408946,973.9546293,1416.071482,1488.584004,3363.242367,2136.154683,2442.738326,2037.30005,2734.262148,1603.004101,1849.433985,1106.692175,2471.937699,2401.556057,3703.943725,1769.298515,1378.897893,2646.09406,2762.24702,3361.581798,1201.819439,2587.162495,4302.766754,2198.836906,3390.435739,1888.749776,3217.495747,3248.222971,1375.059928,4633.071453,1027.316772,3747.192317,3856.566843,3247.702133,4184.477214,4103.510039,4641.226266,4105.236895,3939.91464,7563.083627,4560.324579,3906.321614,3786.99967,14275.71398,5306.898096,4774.397843,1347.600568,4583.088716,4312.981391,4264.546626,941.5426688,3554.39645,2957.981556,4042.745179,4146.704188,2114.593526,4143.510205,2840.832689,5196.670567,2990.428592,6580.289372,10023.5859,6827.989485,5487.140708,7522.461321,5979.020803,5116.737982,13495.68604,9177.509065,7054.819686,8664.117335,9150.692478,7160.08915,5871.272777,7544.086728,1286.692518,2234.528635,2824.677943,2096.315109,1846.710731,2265.651772,2019.025107,1791.101632,1994.329712,1839.390442,2509.108145,1967.1776,1803.740939,2302.312939,1721.967049,2083.649818,3475.021774,2234.814934,2451.806704,2377.377814,3550.515868,2345.366273,2829.90738,2214.025141,2083.474337,2256.375373,537.162
948.9043772,3067.928832,1870.753643,1934.682011,2327.319854,2896.681446,2191.425055,2121.258634,2584.991348,2425.158909,2777.662393,2784.249779,2327.276666,4120.809149,2222.170434,2404.476462,1875.752158,2438.003411,1837.433411,2167.742526,751.578023,1256.052855,1025.999818,528.9311344,902.3973559,902.8316873,1049.914539,804.3897332,712.5598407,517.8952992,530.2382138,413.2408853,644.734607,533.97424,621.0772815,566.5967034,1025.891829,559.8822314,962.2234191,663.0532483,914.8167091,914.8167091,645.1643706,690.653681,1199.326082,1117.543221,2941.798887,1952.956827,1923.381879,1844.557734,2559.664556,1202.830403,1374.700516,1033.470055,2245.50251,1998.325184,3522.084828,1509.373738,949.3246693,2385.434146,2240.408123,3278.575275,799.4053601,2240.886696,4001.107902,1861.492426,3147.436284,1460.940516,2883.266136,2830.382594,1141.714834,4386.726262,879.4355922,3563.558756,3320.0975,2703.931707,3822.219442,3782.764035,4513.804432,3950.747085,3493.002723,7324.807926,4433.625463,3708.182799,3452.713975,14226.95384,5206.905938,4594.295902,1194.870176,4269.04973,4000.66404,3982.154836,734.5072995,3205.608395,2703.155046,3949.47288,3777.150504,1910.939534,4107.221757,2704.147992,5232.784613,3077.786179,5520.677186,8835.050984,5888.001998,4649.70316,6618.968655,5087.206446,4228.330251,12014.59639,8122.674563,5957.210284,7351.127433,7768.216598,5885.415952,4966.654897,6430.620145,1128.618786,1996.393632,2554.827913,1830.366124,1619.737453,1914.180633,1749.317274,1523.2106,1737.602906,1552.802784,2221.334588,1703.68206,1538.932248,2014.382276,1456.32392,1796.599825,3089.824617,1915.547764,2084.164192,2011.933401,3003.053167,2067.531323,2482.514847,1922.122193,1813.163275,1939.468942,541.399
9369.550234,6626.916244,16330.8466,14580.95609,16817.9038,13171.36252,22201.00371,19162.87524,8817.486788,11657.59556,29339.86756,19610.17794,14992.5046,9163.016685,21241.84476,24190.69866,24816.18112,13927.14724,14550.6342,22559.3491,1893.027216,1782.401801,3053.092193,2812.001267,4100.069164,4183.389131,4355.911684,5021.858812,1629.65558,4150.996854,2018.087913,3029.667525,3131.4749,2031.939843,5055.659761,5647.977837,2643.274895,5128.285189,3329.439207,5095.538334,6964.77864,6964.77864,3156.24124,4562.155385,4578.967437,9850.634271,7137.043974,2599.664462,10998.87072,6681.958558,9659.696355,10571.41924,6010.659348,5479.800768,9879.885364,7355.41732,7420.196883,9480.50697,6369.463364,10087.62098,9270.413161,7236.982168,5488.376836,4167.165707,5293.404626,8097.451973,5556.231795,10182.76863,10466.87397,9765.076003,4478.987895,3494.196685,3435.934661,6337.95742,6162.879194,7922.006589,6248.570232,4917.058894,3530.412432,2607.319076,6826.482673,1016.811782,2937.452885,2181.14398,7467.047014,2312.931974,3232.937875,1309.557465,5503.066523,2116.294386,6826.691892,4542.006981,3837.057889,3919.568071,4985.088471,1914.442225,5828.21314,3147.368724,3702.33576,5242.060793,8168.602058,3955.099572,10902.1857,16280.31052,12520.86641,14521.99729,10170.91265,15752.09946,13903.02518,7219.816718,11183.85448,16770.63055,17478.65789,14021.21802,19477.63702,15317.4178,12506.62065,2571.558868,3208.46507,2192.946934,3083.40422,3338.760328,4419.235,3708.912196,3609.899876,3143.840004,2953.332353,3249.71355,3546.689813,3916.017192,3487.279947,3144.463002,3034.565352,3139.473768,3250.978297,5714.125938,4035.870708,7006.431425,4404.407549,3054.033691,3513.987497,4096.952657,4175.807955,2842.33
38158.53344,23058.89459,41084.64815,42601.51294,41721.29267,32677.27209,44733.57118,38513.66559,29461.37202,35886.7745,59119.23399,41670.73868,32442.08212,39512.80914,44323.14818,48108.49922,46935.41649,32935.38325,37392.99191,48046.08316,5605.932177,6360.199932,9174.321382,10616.06519,9983.110422,10304.81093,9738.820926,10205.10661,8098.990515,11155.9086,9783.632313,10258.62341,9973.117885,9716.403301,13064.61616,10901.49809,8999.530341,13464.05718,10458.62009,10446.14544,12931.62002,12931.62002,9310.207266,11326.79852,11730.82543,13984.18538,9723.210571,8359.378384,17109.77281,10658.73962,14666.48702,15449.18357,10151.58393,14008.52356,15870.79092,12572.28419,10163.49393,13889.19178,10159.33255,15610.89653,15316.81335,10544.75847,9067.556623,9017.303078,10713.19986,13512.07475,10066.65011,14906.02643,15880.34515,15916.37825,12970.35934,10103.07595,10349.78337,11257.61445,11929.66711,12551.76973,11475.90998,11064.70385,10202.30587,8111.072524,13004.99534,7888.915332,10288.41892,8715.336182,14050.77305,10930.63462,9520.69483,9247.547746,14080.69938,9914.281136,14390.81181,11257.96588,10302.74612,11594.23071,10581.11609,9289.886108,12745.05852,9733.504725,10387.25116,12854.98474,19109.92499,10859.883,26352.66836,37909.87748,27801.17768,29230.41755,27230.40604,30297.12143,27317.54807,36217.89519,30313.87504,32537.55322,36476.2445,34396.79468,36353.56452,29787.36778,29181.52508,5433.904403,7230.382507,7682.319809,7322.499094,7239.84017,9025.819994,8083.398837,7588.907617,7538.148013,6773.677665,8679.98669,7960.024911,8234.131421,7899.941268,7153.358577,7458.424663,10222.92202,7793.163363,10988.53312,8947.756689,14189.50223,9003.454042,8517.615338,7648.978067,8039.082943,8225.422114,2895.56
4304.2565,4392.53105,11193.82205,9518.538889,11962.39319,9813.778956,17165.6355,14960.04233,5481.25927,7447.913656,22513.7568,14977.73785,11529.83062,4959.524562,16159.4981,18693.85394,19672.6661,10368.31456,10147.04025,16824.72674,1301.262169,1234.801815,1910.650528,1366.235817,2951.706125,2984.505826,3268.971074,3675.16347,514.3437605,2683.572236,635.272671,1651.364153,1849.058199,613.430684,3268.942683,4341.227275,1615.214791,3320.140795,1899.909344,3853.764122,5485.389067,5485.389067,1997.192002,3470.149054,3452.323861,8505.276946,6237.832111,1969.652706,9501.368905,5634.904344,8334.308545,9225.585951,5037.548932,4069.095287,8575.195811,6489.919238,6440.302757,8029.467993,5460.646646,8677.454567,7899.388348,6226.479604,4742.616448,3372.196287,4393.337,6922.434239,4726.223019,8785.220293,8956.626462,8255.32272,3188.642135,2666.947524,2397.207668,5404.840965,5278.738346,6724.602148,5214.337053,4055.105834,2799.035554,2018.48439,5816.762932,585.5752738,2268.675383,1524.02672,6173.243884,1636.32894,2520.297883,875.5752421,4185.604929,1480.862177,5491.74135,3578.621646,2862.827821,2957.282689,4065.490788,1322.090187,4836.654398,2287.095956,2858.503343,3963.280646,6366.223512,2987.561096,8912.438388,13350.5202,10192.38506,11889.04957,8108.809501,13224.52303,11479.85809,5068.217129,8978.68281,14129.03501,14498.74481,11151.37591,16266.33417,12768.6027,10250.71269,2125.146204,2628.334511,1669.500015,2527.934247,2666.13449,3615.397317,2998.621079,2931.676298,2562.302378,2407.952108,2562.78983,2903.836561,3151.893784,2837.917736,2555.281039,2433.38109,2408.717964,2630.651467,4636.741745,3278.86521,5828.909389,3630.51366,2363.894745,2870.172614,3394.308506,3480.771311,2824.3
11055.58056,7193.642353,17233.44042,15926.71929,18023.81297,13828.51042,23038.74077,19807.3451,9638.801855,12632.10342,30685.08614,20250.74568,15594.62371,10327.42916,22047.78059,24863.19115,25649.65838,14661.77719,15574.86248,23627.05395,2021.874588,1826.014269,3232.910794,3239.040298,4285.051859,4442.494895,4579.656548,5165.088369,1927.641219,4462.552339,2433.455465,3383.030391,3465.955516,2468.10265,5416.70872,5828.561455,2934.372878,5568.691189,3612.371753,5236.173601,7148.245142,7148.245142,3378.545651,4749.899172,4711.758924,9933.687649,7107.564176,2657.523544,11030.97876,6729.378182,9677.172847,10719.1522,5919.268651,5687.141289,9953.149637,7517.552951,7447.905675,9512.533502,6395.674104,10095.21137,9232.130403,7309.930043,5555.426066,4171.083688,5328.836024,8233.965793,5666.72482,10185.58549,10337.3734,9959.72194,4678.088668,3614.100684,3611.768847,6461.680816,6246.461242,7843.131837,6248.804059,5047.751321,3618.077004,2714.812265,6937.108949,1109.948554,3065.568636,2241.730394,7448.561152,2384.280907,3340.667195,1493.213195,5659.530819,2212.107423,6971.445309,4566.375002,3949.764666,4093.678194,5071.330388,1982.553561,5908.902182,3304.37718,3746.350381,5331.893107,8637.512178,4112.31742,11174.79865,16560.01524,12648.50832,14627.82159,10322.19373,16073.19437,14025.48394,7677.224036,11411.37455,17048.03515,17661.81863,14234.3559,19663.79695,15515.81185,12783.36366,2622.600123,3283.332801,2268.425666,3163.033929,3372.073905,4434.981086,3669.798454,3619.974827,3240.965874,3022.937522,3303.875331,3568.158189,3959.268953,3525.420178,3190.823023,3076.540295,3252.114841,3355.288679,5836.791227,4072.44796,7074.100923,4451.937516,3107.275305,3565.914654,4142.340454,4237.671506,2844.89
1038.980034,3720.729239,3266.771192,2819.38958,3762.490102,4205.255757,4217.592489,3691.50886,3413.609224,3349.375923,4962.850641,4416.922434,3842.870743,5152.95035,4026.779156,4386.434715,3803.982443,3821.759333,3041.136083,3939.393044,890.3320566,1426.52177,1255.830647,562.1193399,1169.138795,1130.194072,1293.109788,1274.443522,787.1791611,797.4854418,551.4369126,485.3426614,720.886229,560.0941665,859.3097133,989.8848332,1126.148511,795.5828055,1162.549069,1039.200907,1285.565367,1285.565367,829.3018364,1314.484757,1584.689649,1941.494656,3825.483976,2339.962054,3098.57441,2571.071883,3415.149086,2195.850571,2293.039941,1163.677065,2928.782412,2984.086466,4178.250706,2387.825385,1801.050002,3263.773404,3336.675291,3757.647407,1733.601489,3048.3035,4451.174554,2706.691006,3867.554369,2525.911483,3711.184735,3652.212721,1488.95808,4756.695439,1297.110407,4090.444828,4257.64522,3620.471687,4504.143796,4250.084955,4569.457246,4225.345539,4287.825514,7526.057093,4542.532984,3744.350518,3921.345582,13773.16882,5160.959091,4775.708884,1449.953885,4450.956859,4359.378099,4223.487692,1097.774712,3700.507535,3200.127399,3990.556808,4181.297227,2214.677018,4316.777904,2919.196707,5127.385055,3121.520226,6808.310213,10530.41836,7259.115142,5895.927192,7921.322099,6601.663643,5613.584745,13691.77266,9469.841255,7674.687302,9167.635116,9542.266061,7667.580666,6435.599323,7838.081552,1336.823572,2310.894779,2849.60111,2118.7989,1933.403194,2299.773085,2131.480137,1887.356921,2096.346002,1896.97309,2595.261537,2080.615159,1862.699419,2410.209294,1771.636325,2166.839439,3521.447597,2274.8257,2688.309079,2466.455688,3813.452645,2521.105321,2916.282944,2349.970669,2282.855814,2373.488561,532.922
853.5326461,2201.063492,1263.034477,1226.233104,1702.729586,2117.494135,1544.850206,1467.313829,1962.632274,1740.655732,2143.588127,1930.848724,1667.158455,2954.876534,1542.899906,1625.897948,1180.202703,1892.339123,1298.180981,1698.1832,557.7971853,973.2682689,874.1065388,435.3233864,717.7472666,722.497797,868.0783369,612.6133863,621.5685625,419.877756,553.5441128,336.7163215,516.5244701,500.5359113,512.0172671,371.5980607,807.2659113,516.8484952,828.0817406,545.9777982,683.1953406,683.1953406,415.9435546,346.1302846,754.3346063,689.3822947,2516.333411,1514.73845,1370.505038,1390.114899,2106.556262,751.3016325,953.8446752,744.0796242,1700.026808,1508.67381,3037.533888,933.3311885,520.4172106,1958.473616,1657.458555,2900.367769,390.2311055,1816.875731,3398.287922,1372.887537,2775.075942,1093.113838,2861.915853,2396.77154,805.8229733,3843.159778,508.2350085,3202.77407,2870.97712,2264.030345,3491.820398,2968.026865,3952.611675,3318.036024,2905.209688,6621.759832,3794.875578,3090.904069,3023.498494,13740.98803,4738.732529,3949.962991,922.2728708,3646.989837,3434.925995,3542.912264,380.7425822,2716.373563,2290.437731,3273.049857,3169.126125,1549.225007,3556.4925,2420.622566,4867.107091,2712.83293,4464.143556,6937.813419,4487.522552,3481.494471,5204.923969,3780.930465,3214.151481,9789.603468,6528.907585,4602.758967,5874.215259,6225.158259,4574.66095,3795.565588,5014.25168,922.1482455,1621.954207,2109.7629,1500.463635,1275.354534,1569.987806,1436.834472,1235.25554,1404.31484,1281.537523,1816.216287,1374.785054,1245.091322,1656.593254,1158.202805,1461.158731,2499.927152,1612.120798,1701.361885,1628.973519,2468.32255,1701.324508,1977.944328,1596.620371,1479.907873,1570.82036,545.633
12663.11839,7661.124116,18442.66494,17347.58394,18970.02105,14481.35353,23995.67677,20538.29785,10495.71095,13671.70837,32057.01312,21381.5116,16335.50422,11628.19822,22956.11225,26019.08779,26670.04059,15300.26932,16793.26875,24961.96327,2136.603666,2009.058443,3486.335991,3668.709237,4528.668552,4705.36152,4747.161413,5299.293393,2266.444583,4807.177247,2889.578137,3827.91788,3814.463094,2889.048217,5817.068348,5998.200869,3115.971724,6023.861002,3992.851906,5543.321778,7374.974203,7374.974203,3698.507269,4943.065719,4958.459623,9927.058971,7129.481829,2785.039246,11136.49701,6636.955686,9759.462471,10751.10359,6028.618919,5906.328998,9983.025156,7553.082054,7374.706596,9526.573449,6455.690284,10286.81565,9353.551118,7235.496095,5505.703777,4246.702625,5392.310394,8206.886176,5720.156339,10229.31802,10500.69297,10055.58151,4983.037127,3751.123325,3812.82094,6469.276411,6312.441259,7906.740577,6256.180271,4985.506437,3698.071575,2779.254601,7049.992609,1207.714173,3181.631473,2360.670176,7731.532475,2531.964103,3376.038112,1577.595077,5917.15912,2345.609814,7065.101724,4735.540185,4047.476716,4172.96045,5138.327212,2094.464819,6034.372408,3393.973222,3831.920013,5623.718845,9041.441513,4268.263658,11367.03594,16970.24872,12793.97372,14942.67692,10701.8896,16206.52621,14234.27421,8153.833924,11619.41319,17295.47834,17966.61384,14564.21826,20018.90221,15745.13755,13087.5295,2708.171455,3338.680213,2346.509092,3247.242551,3455.125128,4537.693573,3814.276395,3683.115718,3303.14977,3045.133433,3397.697555,3657.582637,4002.928164,3631.686549,3217.103122,3187.747955,3344.393775,3407.302369,5936.794093,4171.643026,7192.783208,4591.047235,3209.813838,3606.163238,4179.461325,4282.571221,2847.45
40559.74715,23892.61459,42316.58794,44414.64094,43255.61345,33518.55163,45506.03277,39075.49413,30739.29614,37699.45587,60468.26082,42552.70174,33269.20513,41105.62914,45430.04576,48986.00696,47750.42373,33918.64441,38824.61902,48956.91097,5807.199215,6546.702285,9509.773837,11177.37018,10116.20397,10613.67065,9984.495687,10210.86986,8515.127941,11507.83936,10419.88144,10749.99037,10469.07516,10295.96197,13517.86035,11011.87577,9289.568459,13898.65117,10916.10969,10624.23774,13032.15147,13032.15147,9617.83753,11219.02024,11712.89733,13923.83693,9727.786468,8221.348853,17101.35194,10713.08563,14598.57079,15363.93073,10382.61763,13708.52443,15867.53342,12703.38299,10132.24881,13947.72915,10051.52383,15484.01522,15418.8639,10466.35028,9126.965555,9223.082125,10703.48565,13514.94237,10197.05911,14813.50154,15891.18717,15907.04944,12923.65905,10396.69163,10192.65757,11343.60701,12041.1633,12656.30166,11490.48453,11278.47602,10437.5697,8272.288202,13095.78928,8183.426938,10565.06598,9038.079874,14092.83149,11406.81194,9652.184206,9597.749593,13746.61867,10270.52256,14587.27569,11452.74406,10053.84515,11939.8074,10714.16371,9634.702178,12815.74699,9693.03962,10652.10419,12781.6515,18849.90856,10820.71869,26745.96544,38573.90842,28160.60095,29444.18,27628.60013,30490.07476,27507.43614,37365.43796,30742.08925,32583.04264,36925.22649,34926.27178,36558.76953,29949.70246,29620.03677,5543.569351,7291.169995,7903.278995,7431.96317,7313.129139,9089.772958,8135.941924,7707.954154,7685.828684,6918.669727,8765.51918,8040.145664,8364.338144,7957.444327,7215.552778,7618.152745,10479.14882,7887.86979,11101.27848,8978.058194,14321.38828,9104.051349,8646.869582,7733.259389,8138.449684,8333.91177,2898.06
3934.881214,4225.995546,10369.372,8898.280654,11175.7685,9289.786637,16239.75546,13934.10733,5133.220053,6909.48592,21153.49858,14062.84905,10859.07682,4518.872001,15150.69441,17709.0888,18433.1229,9833.754286,9564.20137,15831.65174,1227.663544,1171.368299,1739.534451,1262.582734,2758.673853,2797.252593,3087.467767,3476.737747,470.9908441,2572.274464,559.4251389,1520.581704,1719.413935,516.6903422,3105.514684,4044.096359,1492.797829,3159.062692,1777.393316,3627.716869,5175.293596,5175.293596,1879.384591,3304.164466,3348.912615,8053.629931,5865.257416,1906.086425,8945.828784,5377.660071,7975.608226,8662.54209,4741.71761,3943.067936,8118.790707,6014.35007,6229.699839,7729.750411,5175.12305,8206.375321,7514.795179,5925.694188,4427.949218,3281.197479,4136.220202,6483.892078,4492.541168,8329.470275,8472.761189,7823.445529,3098.927487,2670.00264,2321.934186,5135.94887,4982.221449,6473.707979,5010.356487,3948.335628,2636.304519,1921.486379,5571.985863,556.8420407,2164.299523,1504.000048,5879.730436,1554.899821,2443.267195,892.0482568,3975.868094,1490.394109,5195.472905,3356.552344,2733.774435,2872.309135,3821.21457,1234.079394,4469.39669,2185.566971,2795.929967,3791.242796,6052.801569,2851.578062,8411.303443,12554.81826,9612.611131,11263.55318,7637.815125,12656.20335,10752.73466,4693.395751,8343.589036,13408.7199,13535.43655,10511.90677,15386.41374,12125.843,9740.432163,1982.739698,2458.41281,1572.620099,2411.733196,2517.855927,3407.470556,2833.994709,2774.939463,2426.495979,2283.985444,2409.621775,2691.961306,2985.760539,2663.376144,2422.887333,2289.58428,2276.494735,2445.741386,4404.101048,3126.501617,5485.515199,3451.834491,2252.356034,2680.234577,3216.431846,3318.478926,2821.72
879.8838762,3579.424317,2864.640787,2431.958253,3286.550094,3733.88277,3306.855172,3107.624269,3036.078037,3073.089736,4026.014635,3807.724013,3329.62671,4695.099106,3215.987449,3517.284406,2908.063218,3302.531078,2527.206415,3199.874162,775.7286894,1317.66034,1069.234294,415.9909617,887.5812207,912.0426063,1086.443755,1020.754186,666.1343134,625.4836735,458.1698232,358.6574175,610.7358041,505.8894589,688.8355464,771.6671011,1011.916656,599.6481845,944.3841419,802.1015954,1005.633149,1005.633149,667.4865983,1153.17258,1373.730423,1723.915189,3951.823833,1917.298975,2499.300162,2120.353268,3039.675418,1845.409655,1959.538244,1151.080508,2635.036684,2421.316445,4124.745894,1990.334211,1444.981101,2848.242218,2987.582981,3210.612165,1460.847646,2478.17006,3997.611376,2349.654758,3407.522232,2089.685498,3191.283146,3152.511889,1355.399114,4476.028303,1097.116357,3781.126361,3803.332696,3256.980428,4170.489271,4056.808857,4099.607434,4002.663093,3880.265416,6997.848471,3919.600732,3217.199513,3087.021709,13213.21869,4645.879004,4153.859088,1296.449966,4137.26422,3790.544215,3724.858086,1116.01445,3144.451451,2727.442684,3455.927815,3582.599671,1955.800045,3742.664909,2658.500094,4661.838177,2873.831134,6310.299801,9837.348502,6907.659088,5405.112686,7549.701117,5940.075066,4986.810607,13043.15643,8941.871289,7126.053249,8542.65092,8954.537499,7209.120613,5862.484626,7256.594737,1200.767983,2182.99444,2692.319045,1988.592404,1825.342139,2102.630513,1934.945469,1718.492721,1953.601767,1753.684691,2404.943238,1892.492815,1715.42785,2247.820624,1597.236296,2029.235346,3263.891182,2166.319418,2443.444129,2306.257876,3551.375332,2431.392095,2818.244455,2249.487687,2181.014704,2290.613949,528.678
969.5617014,1513.628052,848.0642027,890.5241082,1272.289215,1393.366711,927.9745342,1016.559232,1343.293101,1227.382789,1776.523757,1352.147864,1085.479391,2222.352456,1026.63853,1176.749875,837.2837417,1143.111872,786.1677586,1269.854544,460.6412647,741.9753342,775.4681043,484.0478437,582.0148537,596.6229806,821.0151371,516.7406784,610.5268794,364.4107587,534.6855041,374.9479579,465.9873911,535.8158033,527.4537482,338.9648864,664.1805619,513.7387572,784.0838334,448.9743937,566.9277375,566.9277375,360.423002,303.0270059,646.0032107,771.4412087,2581.565815,1612.919515,1217.357769,1382.701507,1996.517213,820.5669447,804.4996003,768.1019985,1576.270552,1317.351897,3000.140775,938.5310013,482.7813884,1843.512424,1523.838266,2874.47921,241.2245196,1605.209205,3281.246733,1329.522205,2665.444648,962.7098782,2750.774847,2333.179757,755.7645185,3795.911912,554.8651603,3052.598181,2756.525628,2178.727982,3265.269993,2928.418446,3909.467927,3283.853629,2737.075455,6262.309182,3706.52486,2903.605416,2760.123222,13041.21619,4699.897779,3579.939036,946.5488105,3343.938969,3000.557198,3253.038848,325.0974941,2317.632145,2146.429445,3016.866053,3074.480993,1464.499907,3345.032372,2327.346358,5036.927892,2669.448786,3346.578378,5474.143024,3540.031014,2589.174557,4036.647121,2976.642747,2418.981595,7748.607054,5145.36796,3499.115604,4455.450655,4905.88729,3562.504017,2878.984748,3917.431198,713.2986154,1288.620648,1643.076295,1178.697419,952.6650537,1265.082177,1103.970364,924.1328674,1087.920117,988.7242675,1403.980735,1025.064331,920.1607267,1374.967679,872.3240059,1120.592112,1968.579397,1231.379602,1306.448381,1284.3597,1912.822512,1341.70375,1617.118717,1266.169083,1177.667908,1235.218394,549.864
42834.27069,24902.43264,43905.92221,46562.47356,44535.63633,34827.02941,47258.0051,40376.81493,32110.81757,39228.13759,62834.09886,43780.96607,34396.79898,43219.72549,46800.55127,50439.22135,49402.73821,34887.07833,40256.53787,50943.94585,6015.327657,6873.497501,9933.775316,11859.81113,10548.18011,11020.2301,10346.997,10752.82565,9005.904751,12072.94219,10986.77076,11320.02997,11035.2883,10981.96919,14180.57343,11534.411,9822.579934,14713.13183,11462.00486,10969.29365,13476.83892,13476.83892,10102.59637,11413.97918,11884.57448,14093.80763,9828.680081,8382.020757,17487.6459,10953.54196,14893.26991,15563.39803,10566.9561,13691.8386,16167.09042,12916.38955,10307.32428,14249.78196,10357.43801,15910.45047,15833.32304,10633.95981,9337.062721,9469.156563,11124.37805,13828.52033,10367.4788,15076.99427,16151.75029,16247.73718,13108.36348,10537.91051,10353.93553,11655.31341,12390.87048,12961.64865,11777.0729,11616.65466,10703.94599,8432.696705,13548.19414,8574.271039,10829.82295,9460.000248,14290.80869,11792.405,9994.28641,10029.95297,13723.04824,10638.86817,14890.15557,11862.73285,10186.95303,12235.49088,10937.94097,9999.622467,13197.34947,9794.877314,10947.26608,12919.4272,18726.81717,10886.95834,27450.19281,39571.1784,28708.55507,30026.88051,28255.51794,31021.9716,28008.16093,38501.60004,31727.83099,33152.77628,37671.1507,35554.08412,37369.92708,30493.37472,30460.67872,5651.56029,7478.023076,8185.806417,7643.336526,7549.191026,9320.087924,8389.146376,7890.242015,7870.852441,7049.690998,9092.340474,8299.159165,8531.106897,8184.397132,7416.069861,7764.955832,10803.47687,8086.044957,11390.01192,9241.570035,14700.02339,9270.213167,8926.420595,7940.604997,8305.032837,8485.063693,2900.56
