wavenumber,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
948.872,459.9117961,439.8668242,395.7010392,827.8999617,445.7804404,595.3528075,538.8255448,200.6270069,444.4009209,699.8795423,871.6225073,747.246957,675.2135877,645.376659,873.8109997,503.6196501,607.8494302,906.2302758,473.9298967,506.4502354,539.4776644,539.4776644,651.9407763
949.828,357.3266918,374.9074256,288.4927105,803.9570325,417.8983698,494.4360221,470.8175265,123.119612,374.6071731,644.7181654,807.3974104,667.8332014,609.6811246,493.0037413,815.1966345,452.8084291,523.7712666,837.2385195,394.6696771,450.3594744,529.3777541,529.3777541,555.1856315
950.783,407.5507079,474.0232025,391.274015,831.5149845,489.3805548,577.2480479,523.7141538,183.4113294,424.7737235,673.8843877,830.2931165,766.5302863,615.3392369,556.1960363,832.4531948,491.9688333,528.6941858,842.2178365,440.0542423,442.9619401,530.472233,530.472233,626.2260827
951.737,423.0618456,437.1031558,342.0339693,835.5338206,472.6449961,571.8368868,486.4974285,190.2011713,375.4395882,644.8202105,800.5596283,684.1082145,596.5309258,544.263564,877.7506836,511.3868642,550.4311893,861.1682304,452.5236114,474.8986332,497.7171021,497.7171021,589.3471312
952.692,416.9631057,425.4452864,348.04159,794.3835438,426.7326945,571.954541,459.4973525,188.47615,400.1137835,591.2536347,816.6569487,687.8769888,605.7701926,546.2663447,826.2791039,470.6785233,574.8902782,800.2097049,388.8778036,445.7695545,478.9323622,478.9323622,567.3907782
953.647,420.211489,475.6545952,342.6948933,795.3241572,466.1206509,572.9150122,444.6069279,149.1482777,405.9153255,611.7136615,796.0450806,725.3066119,602.7170383,504.9743985,806.5784588,468.3618119,529.8214538,804.8022638,422.6968382,506.628705,477.8820145,477.8820145,596.023025
954.601,420.6299966,444.207083,330.7358958,726.7856637,438.855866,526.9183025,407.1581563,123.8655665,362.8912303,611.4872922,730.3240267,682.0070867,576.1634642,505.8577454,763.3587511,477.2657315,539.1247176,772.7359106,411.4207342,397.6260852,477.7270597,477.7270597,597.4088727
955.556,408.8656292,428.7337507,298.1776139,782.1280664,460.4073407,515.6724139,461.6840398,138.9560286,361.1895142,607.5445278,766.9237898,671.5784158,595.6194715,488.0164054,819.6299839,482.4472835,557.8450707,802.630649,416.1495106,435.9566962,492.6164989,492.6164989,591.3193225
956.509,343.6643877,398.3245992,254.4860637,734.4313682,419.2050756,513.9273482,404.6745803,155.0816762,353.0561931,601.8483694,758.6543727,648.1536021,538.2640613,466.6103985,700.6221601,429.5594693,500.6975144,723.8764828,321.5731866,401.2135386,435.3833331,435.3833331,554.3713757
957.464,452.1212731,376.4526293,323.5692617,786.4155721,486.9990717,581.7991074,453.8477795,195.7535214,394.845283,620.7228182,805.0357782,695.3036483,631.2162347,530.8297445,801.4152828,474.3932903,541.30305,812.3934156,417.7017812,456.7016133,493.7275631,493.7275631,626.4180334
958.417,417.0542862,461.6938419,332.7642242,794.500681,499.5753296,584.1436935,495.6806395,204.6515764,420.8788,645.3928753,830.0580091,727.6375571,629.5539929,526.7644634,820.7793548,496.844748,600.8706789,862.6814509,439.9053132,484.1939211,530.6631899,530.6631899,632.9182968
959.369,431.7624279,470.9482378,300.6749673,783.846698,473.6808501,582.7751083,478.4041619,176.0168533,372.76276,632.5505417,797.8510681,729.0423313,636.3893371,535.9045748,807.3443792,501.5058438,544.9824022,817.2605926,409.5738016,415.9214626,484.0612144,484.0612144,622.5521672
960.322,433.288699,469.806818,302.2985073,774.0036259,483.393634,560.6253538,465.7193488,154.801364,390.2891789,615.8378187,796.4949579,684.2779737,642.1892683,496.9900986,802.2103588,440.2945789,557.5542212,794.2008441,460.8772653,451.8312388,443.9006375,443.9006375,602.6926456
961.275,424.3911005,428.0965831,311.2228605,807.1114678,480.6956821,548.581432,481.023202,174.7701209,378.4510725,600.7757072,789.2096814,711.6244868,619.5587877,534.8410545,815.5772967,504.8459549,581.1851372,764.2422092,463.965723,440.5642504,463.6784602,463.6784602,605.1967332
962.227,491.5356332,487.7455341,367.8380428,857.7502265,506.9209951,569.1933446,529.9347234,205.8301357,456.5774568,646.5702084,888.7452413,748.0718736,655.8918964,640.017462,854.9351957,480.8369731,619.5981514,845.7846914,441.3691937,466.6794982,511.4236834,511.4236834,647.9124312
963.179,493.7402979,446.7126718,333.1080706,766.2599049,523.5865738,598.0850937,481.8749147,164.3904208,412.3233475,579.4173234,834.8316402,698.8101365,647.8695956,547.5793408,805.7040587,462.341635,584.5142651,782.3382943,432.657696,426.8609829,478.174308,478.174308,635.9607408
964.132,467.7540954,465.808997,317.1649598,827.900506,502.6484188,592.1796811,455.4317779,135.1749879,428.1937604,685.1230532,814.738881,753.8092785,644.5268864,564.1367103,803.4438887,472.9599418,592.6404796,792.1730216,434.2612486,445.2867052,523.8293349,523.8293349,593.0016631
965.082,492.5490268,511.2735105,351.1347265,740.3520328,527.852531,541.3281087,481.7053147,184.0188492,469.5587111,658.4873989,828.6369663,758.2193021,603.7517698,541.4195902,811.6846885,451.7438949,624.3697959,835.9888768,433.2098703,478.8376661,554.558765,554.558765,641.2651993
966.034,457.3280926,489.2602132,379.6843868,795.834488,523.191911,567.6973784,486.5695271,190.7610166,402.2282153,648.9773615,815.5758988,699.02021,653.3512469,539.6679997,805.1764612,454.1744958,648.8192155,798.3858636,451.2035795,466.5548661,483.1315991,483.1315991,617.3893504
966.984,455.0592939,511.5271059,349.2789566,774.5578746,505.5585597,599.9064921,511.3444169,189.2105021,428.0922887,613.3619422,820.6256812,657.872005,665.5963189,513.7719582,813.9592094,478.3657458,650.0097395,786.4239855,469.4723948,433.7753061,483.2648383,483.2648383,607.7661176
967.936,511.0926315,533.8761893,359.3664519,781.5721955,512.4354777,562.6934517,525.8909858,193.3793176,403.3409468,621.0481419,765.6563163,685.4046896,623.4469868,464.5014851,771.2029362,478.2186462,643.7813691,769.883246,406.1163349,442.4069868,464.6944833,464.6944833,626.410502
968.885,471.2621061,624.8334644,384.4638886,754.7074536,543.7196657,612.838259,523.4852357,221.0224751,428.3642051,643.7399617,833.7578067,692.2282667,653.6112517,486.5965995,834.5776444,541.9611984,734.3341055,825.6636488,430.105418,505.5319089,552.298535,552.298535,645.9735049
969.837,530.0657186,624.5079318,340.7692825,790.6236517,540.0881245,606.4329159,563.2351685,192.1429865,452.2720792,651.2434027,821.7501551,692.3027387,641.3191147,477.4673207,833.8333368,477.7354037,693.1179499,728.9351973,424.7596628,481.1060733,506.2809944,506.2809944,656.0081271
970.787,541.7684699,671.0185924,401.2166496,745.4307926,558.8298548,666.5684243,605.6027859,233.6098637,414.8545845,699.9074659,806.6533641,696.8481084,704.9645768,517.9036679,846.9200163,534.6142636,725.9229036,784.2278952,483.0890876,495.0404805,514.5888623,514.5888623,656.46337
971.736,459.3983606,631.8354469,429.5090056,754.5588794,526.6528572,635.3247859,500.2200897,223.2311186,416.7317365,635.5901523,749.9874365,731.2743785,601.1126391,475.3856602,766.7276858,482.3047792,679.5689677,788.5117459,416.1837106,474.0401313,529.3051395,529.3051395,613.5332345
972.686,561.1813917,634.8824962,404.1253664,772.9679147,578.0301325,629.3780028,580.8390818,223.1227629,415.6935504,676.4504629,818.2023747,663.1715514,664.4673027,460.9633165,769.1363481,510.7539521,739.3061434,773.876753,439.4035503,467.0680265,558.958827,558.958827,714.2977217
973.635,550.2005639,687.708741,390.0557475,749.1179014,556.1286814,660.0730766,589.096764,236.1738085,406.2200415,657.1873988,810.2981816,674.95963,662.0475685,453.146656,820.406006,471.5747834,752.0544318,741.4329201,433.5086249,510.8231668,566.9999255,566.9999255,624.3558328
974.584,584.3328781,744.3271821,502.8201647,814.5688424,577.5035045,675.8130092,589.919138,256.7982673,474.7712253,671.8179608,807.2048597,700.8986168,665.3464377,523.3756975,881.1266623,541.3922746,721.7138342,775.7702505,462.4489526,530.2135529,592.018436,592.018436,672.5525688
975.533,577.204335,749.3908202,452.3386337,788.1307405,606.4766026,689.7738026,625.5742056,341.336151,474.8871169,655.5701502,922.5224117,706.2985144,723.1959113,472.6104601,834.0083199,520.2134269,788.1843516,807.4087479,489.6445515,561.8951854,636.8433592,636.8433592,707.6779308
976.48,660.2319354,849.3366561,545.57117,860.3635985,672.1309762,726.3554583,673.5259685,359.2964714,539.8677315,778.3319677,1100.82084,761.5393255,779.2489902,526.1709626,895.9109816,556.3702417,911.0559854,807.2584158,584.5354398,592.7150651,695.837696,695.837696,749.4469199
977.429,686.0276801,878.9296906,512.1477893,832.2174193,688.0926262,770.4979784,739.3484287,398.8922401,617.1130842,755.6484145,971.3201476,816.8310526,818.4536756,611.7072237,894.9746501,585.0557202,867.8587365,905.7192575,588.4416356,592.6051927,721.0834473,721.0834473,837.2545371
978.378,649.8855698,881.3109243,542.5685069,893.2622055,697.485553,805.2713646,697.2515878,369.9874689,527.3031902,778.0364914,947.9003368,805.5036984,806.9999684,578.0592623,930.6693282,607.1848638,892.2626061,926.2912767,596.1231569,618.7915689,695.6706138,695.6706138,809.6197834
979.325,715.1086054,862.111358,595.5033383,920.5079601,709.6997575,825.9656187,713.3354476,394.5821693,563.2680645,786.3361995,975.1614102,750.9872653,792.7178695,643.9070971,951.3450188,632.1266737,928.8575954,916.8344767,615.0600216,661.8631944,739.7091964,739.7091964,783.86366
980.273,697.7277875,939.5669924,609.022299,947.7346857,731.2852401,873.8507424,739.7400098,385.3793531,649.8977221,866.8975398,1046.51337,872.9117561,867.5973802,743.5207467,1032.061725,663.6261514,994.5237054,977.7388611,662.1522476,674.8980697,768.7091958,768.7091958,851.0131678
981.22,665.316117,876.2118283,626.2454042,993.6923852,754.7120017,835.3667376,742.6452762,367.7080318,617.3021778,858.2605131,1009.88622,925.3371733,890.8085012,737.0402297,1059.239448,627.5252979,957.8609373,977.5944333,680.0998528,680.3841957,733.850613,733.850613,869.3293079
982.166,756.7425946,956.3778662,680.9426692,1114.631061,795.9100428,928.1836061,817.7312486,460.7182169,719.7714465,903.9851204,1161.809962,990.8235194,955.2412335,815.8755646,1081.628193,707.7381147,1070.319292,1060.891197,780.552855,721.4715729,814.3634487,814.3634487,902.5870812
983.113,779.5802211,942.585107,696.0841093,1171.580717,845.419364,916.7013495,841.0779286,414.7479199,742.3255431,1002.111363,1202.804598,1019.560797,1018.575578,896.3967698,1200.48796,737.160603,1130.058771,1186.209155,862.9812718,726.7902021,791.5277036,791.5277036,971.3864889
984.061,780.736997,960.5435513,756.9897395,1267.671355,855.349966,964.1499698,888.635318,505.6001522,804.0744823,1024.979241,1305.460131,1109.989009,1024.491536,1001.033864,1268.418755,724.234764,1163.289375,1243.698311,895.4551209,795.7200839,864.2033786,864.2033786,962.1475318
985.007,793.0469233,929.5831997,780.179575,1356.892977,941.9818493,996.3694685,896.6034184,479.9979253,902.1382786,1057.968756,1387.166564,1164.528157,1142.709109,1057.546865,1338.880577,821.7905991,1153.171106,1348.718669,931.4244198,796.0212188,890.7104743,890.7104743,1042.750211
985.953,791.2290005,981.014053,848.1836307,1402.785587,928.1750146,1070.609847,944.7422317,557.3902505,937.1969467,1155.439909,1492.053899,1279.768244,1222.258296,1183.165791,1468.123432,792.6781094,1205.703963,1415.050231,1015.929186,862.7336076,898.3589917,898.3589917,1132.524528
986.897,779.1202295,942.5161118,855.2619215,1489.819188,979.9394625,1140.081108,963.8117594,604.7471391,1015.310501,1207.8727,1591.212138,1368.669273,1244.6191,1258.11066,1540.127321,828.2172962,1200.137949,1481.323002,1049.799437,903.1672509,952.8089314,952.8089314,1179.140482
987.843,806.3966108,938.7793767,920.5044624,1620.933781,1038.315194,1113.243253,996.0920034,623.1486023,1093.488956,1306.247131,1629.631285,1436.121246,1315.76152,1304.15149,1606.622246,933.9981608,1299.533064,1581.396985,1063.215189,951.1621493,1012.010294,1012.010294,1220.228076
988.789,847.7961453,965.1538483,952.2512679,1712.01937,1065.972208,1223.226283,1060.352965,676.3446514,1211.162326,1382.323202,1754.401341,1517.814166,1391.775559,1437.478299,1615.368212,924.8207043,1289.65931,1735.032183,1189.166461,902.9583034,996.5430809,996.5430809,1260.55731
989.734,808.8508335,886.9195274,929.0323528,1749.105957,1030.220507,1186.5302,1054.644646,666.0852975,1184.070625,1376.300914,1787.752309,1553.908034,1369.791216,1545.801105,1728.225219,920.494928,1273.476687,1674.728599,1246.113269,938.1957138,955.087292,955.087292,1228.108186
990.678,851.3436762,864.9024145,982.6377316,1895.793546,1148.910091,1209.825006,1093.007049,738.2305516,1234.773867,1434.950269,1940.054191,1635.972855,1541.548493,1677.679925,1863.683272,1084.610833,1341.615196,1873.676236,1351.85563,1000.664381,1051.242928,1051.242928,1350.110703
991.623,853.613674,849.4345101,1037.157419,2015.312137,1160.02096,1313.530702,1156.600174,761.7404248,1436.942066,1597.381266,2113.816991,1827.428629,1659.027391,1874.034777,2081.382372,1015.838421,1452.734839,2028.625099,1417.36356,1060.304306,1109.029991,1109.029991,1457.114863
992.567,915.6598276,867.553815,1172.881429,2287.941735,1240.203115,1460.087291,1233.154024,821.5949279,1635.155236,1778.323907,2316.310709,2039.225359,1846.42791,2188.885677,2317.532522,1182.597692,1570.235616,2231.94519,1618.247077,1132.915489,1161.06848,1161.06848,1651.850667
993.51,1046.736138,915.4443297,1398.979776,2820.882342,1525.786557,1799.834773,1473.9686,1048.574072,2091.903391,2147.718193,2898.785349,2489.893049,2283.040051,2813.522643,2884.093724,1449.108649,1821.087528,2745.136513,2089.796197,1376.34793,1387.688396,1387.688396,1957.488115
994.453,1153.315605,975.3360547,1608.812474,3553.94396,1757.701285,2026.97315,1655.553903,1277.067867,2559.226544,2609.994124,3620.610913,3143.591699,2738.653816,3568.105692,3522.745982,1768.481291,2150.930576,3420.15907,2561.630936,1666.121631,1609.259741,1609.259741,2388.787209
995.398,1313.88523,989.3289907,2012.529537,4413.036593,2183.477301,2509.592425,2026.379936,1633.166325,3332.174708,3310.701701,4668.307404,3961.721313,3521.399204,4669.99484,4486.429298,2196.675621,2706.274762,4207.262865,3269.041311,1970.426591,1970.562514,1970.562514,3015.60795
996.341,1633.866013,1177.823138,2700.47098,5810.670241,2764.664605,3185.822598,2611.466699,2099.939455,4303.097896,4251.450924,5947.274823,5069.221893,4578.636217,6108.570103,5831.733673,2823.20164,3375.810085,5618.837902,4299.557337,2550.652811,2486.396716,2486.396716,3782.690338
997.284,1999.297955,1366.178498,3389.686815,7165.114908,3343.493197,3915.593671,3134.494195,2707.187269,5458.846121,5278.151796,7395.873172,6254.153441,5625.624855,7808.061498,7085.389112,3382.959347,4027.996547,6947.104183,5415.95903,3242.340293,2999.942349,2999.942349,4727.294374
998.227,2307.611056,1536.72507,4104.617056,8481.430597,3922.933078,4627.205646,3663.752425,3211.499775,6381.689396,6192.314315,8528.392455,7460.73596,6571.285119,9072.859038,8178.855615,3903.238746,4538.094149,8295.071712,6310.676406,3742.429035,3557.029412,3557.029412,5402.760058
999.168,2397.695318,1574.862855,4565.711716,9053.377309,4241.164248,4959.168524,4007.341391,3419.216985,6871.707732,6731.428483,9114.312673,8102.879451,6932.15701,9784.492739,8705.233186,4115.759836,4728.352892,9017.96049,6764.209477,4054.079039,3759.697906,3759.697906,5679.067392
1000.11,2381.61074,1567.421854,4706.220808,9006.705047,4294.776708,5106.692306,3946.501093,3329.748908,6815.74114,6677.894301,9106.763827,8208.303916,6812.330528,9617.442613,8477.871826,4004.082618,4696.972776,9107.210523,6879.58826,4079.670305,3892.557831,3892.557831,5589.276376
1001.05,2133.697324,1400.762067,4388.594343,8088.583812,3817.590457,4555.716995,3658.621534,2985.285552,6137.889631,5960.531768,7998.565921,7400.219359,5870.355673,8458.978674,7552.421538,3517.257095,4085.503802,8261.601811,6117.732766,3575.402833,3502.949189,3502.949189,4925.057011
1001.99,1835.725069,1289.233495,3672.772335,6518.463608,3199.305496,3783.612591,3018.112714,2388.786928,4899.123214,4816.360886,6438.728956,5920.48578,4667.452447,6653.290933,6059.702324,2855.783266,3337.65597,6716.474359,4912.373009,2983.126625,2911.631979,2911.631979,3890.739297
1002.94,1456.963976,1048.396138,2785.234793,4928.924436,2426.901826,2908.709096,2318.474635,1769.433042,3598.801898,3608.701654,4876.212933,4431.493181,3454.170849,4827.369399,4491.624186,2115.621132,2515.849282,5071.848168,3642.659001,2268.371679,2293.766203,2293.766203,2936.253235
1003.88,1106.344046,884.0899962,2023.891728,3570.156297,1831.819446,2156.26651,1781.257299,1224.913905,2544.015693,2587.864073,3474.617855,3196.491565,2541.30088,3368.264085,3253.937125,1569.500695,1889.083737,3662.693242,2610.120753,1717.887996,1693.01186,1693.01186,2211.298825
1004.82,911.347279,734.7870705,1407.163152,2612.229195,1354.298357,1635.944836,1336.430706,908.7395234,1762.414605,1953.798143,2571.643722,2371.610933,1865.26254,2331.424998,2458.041143,1188.411955,1437.629337,2734.499582,1886.178275,1280.295577,1279.66895,1279.66895,1628.136068
1005.76,772.2746753,687.0683612,1072.709075,2045.56313,1125.518559,1341.114074,1099.384859,682.9899058,1387.908644,1552.653865,2001.270538,1841.111286,1517.14583,1738.022148,1961.216244,989.0049124,1204.206082,2122.137192,1422.18158,1004.824422,1039.627475,1039.627475,1326.304964
1006.7,649.9452356,608.6188688,812.7395069,1595.238104,888.3200518,1056.464226,958.2797575,503.7850601,1017.057817,1223.161238,1627.358302,1470.752627,1218.350749,1306.605543,1578.892427,765.3295691,996.8339723,1711.826073,1085.740678,836.4445301,853.587434,853.587434,1074.735513
1007.64,618.8779602,568.3195936,714.7744578,1369.24412,817.8028356,941.2752922,849.6754036,423.2649943,867.8021324,1074.270263,1362.247017,1219.464957,1028.397297,1083.695194,1296.049695,718.6159253,917.0130085,1396.316229,876.7755784,730.3959027,742.918828,742.918828,959.0677163
1008.58,512.2348495,526.059536,571.873938,1186.781179,718.2269107,840.8072746,754.8817984,325.8247161,720.2015967,948.49094,1181.666684,1069.508279,907.2154758,903.3811069,1202.13805,608.380982,798.7931911,1254.787661,743.0662929,667.0685396,646.0616571,646.0616571,825.5315735
1009.52,526.678904,531.2176966,513.5979574,1072.099282,653.904277,813.7601741,717.6889431,314.9162335,645.0662179,882.1432692,1121.047306,944.4725921,859.4552847,779.6332919,1062.277494,567.8987399,810.8645207,1130.660373,625.8728314,625.931441,661.8059216,661.8059216,753.3380852
1010.46,482.342124,537.2020756,481.246526,997.2884315,645.3589348,762.3239919,698.036839,247.037554,601.4360034,782.0872508,1027.588882,941.3478998,814.3167238,695.761757,974.4080274,545.0041998,749.1269977,1000.744366,626.8452043,572.545607,691.3616218,691.3616218,730.4102517
1011.4,480.8565099,531.0336735,452.5896537,934.5486294,671.2268841,755.568729,714.6654874,275.0996856,530.7509606,771.4528849,1001.181415,858.0342033,771.9397935,631.4165104,1002.959653,586.3503625,705.0706226,984.4496435,539.2434216,580.6170379,613.7087581,613.7087581,702.7830734
1012.34,471.0220621,534.2334907,432.4073503,965.0798772,577.9531251,712.5743867,652.2148893,233.3656358,494.6610968,785.1201717,890.1349069,812.1115042,719.424494,612.8575605,966.4023729,532.7482287,709.5353959,961.7562073,523.5074937,550.5707337,600.4373307,600.4373307,684.5525506
1013.27,500.388781,540.3655275,533.5196257,968.8621765,637.6116577,720.1009661,657.955046,297.9774124,517.4764192,748.7191114,968.4393584,824.1698042,759.3208253,569.4349153,954.3461881,556.6197992,729.1213181,911.4240598,537.8474305,571.9346946,594.8233399,594.8233399,662.7756836
1014.21,494.481667,559.7257843,568.8264896,901.2755292,601.5864821,698.0884682,660.2459587,272.478023,469.8169351,717.229704,999.6047711,834.6891048,766.9187877,617.6485831,959.4211005,550.9100748,774.1583895,976.0332035,566.5032421,547.9019208,608.098786,608.098786,676.6144728
1015.15,502.6547204,553.1712616,476.7579517,941.1099369,612.3485984,745.2768943,659.0476287,242.5024753,479.2226515,743.7419498,1001.311147,834.2894077,739.3483812,572.1085718,874.4171118,518.3630563,724.4266107,904.9636408,560.0849385,530.5864124,587.1256693,587.1256693,675.7529184
1016.09,527.6819417,561.6259596,460.2840218,977.4454013,665.2060066,730.1662455,693.410057,310.5267768,598.8435756,790.0058488,1044.228486,884.4207144,831.2596061,688.0348896,985.3342237,594.9987443,751.265982,984.145374,577.1525297,590.7711695,632.47599,632.47599,760.8030208
1017.03,483.6823311,564.4838788,493.2347093,1017.531924,701.3317067,766.3565227,747.4132449,312.3739352,582.3597145,804.5814012,1028.396792,941.1230266,822.4924625,711.6975443,1082.362438,570.0051397,784.646504,1059.678406,639.0160254,859.1091924,662.9317485,662.9317485,751.6967802
1017.96,480.6608891,501.9030195,517.6800238,1019.209507,686.938699,753.8977272,749.9771935,256.231958,591.8510751,838.6386071,1076.776065,967.8463457,855.5869505,753.8865438,1110.231756,585.9562432,772.178177,1086.542738,607.4154355,680.394481,606.4789448,606.4789448,749.000197
1018.9,519.585616,506.393382,525.1199749,1087.868151,675.1669832,791.65986,691.6419041,282.0818527,597.3976643,862.2574666,1128.666306,974.7406735,845.5330702,793.961896,1084.60218,598.0280554,805.2410015,1119.678373,621.3107699,597.5450356,621.6975794,621.6975794,773.2162713
1019.84,537.9095121,556.5549668,608.064572,1217.047859,761.3165596,884.3729222,828.3273777,386.2766268,762.4794892,968.8279797,1316.717517,1109.406011,952.9908217,944.0436086,1255.813711,656.6755773,854.0349778,1255.325313,762.032038,677.9688562,742.3176525,742.3176525,864.5470036
1020.77,542.1965779,554.372774,679.7238246,1307.858632,784.8174282,940.5969149,901.4536155,407.3002877,787.3965563,1053.870147,1335.6197,1165.532361,1015.550205,1070.691689,1326.076352,708.7338094,898.0801064,1346.983561,784.0592497,734.987943,790.9691642,790.9691642,904.4623939
1021.71,563.3248135,614.8178042,668.3377419,1481.910471,885.9295889,1009.981839,882.1706186,475.0928429,920.7588726,1116.563967,1498.482855,1260.049724,1137.051221,1168.506146,1490.800102,776.7457525,964.6163877,1497.613119,915.4824144,744.4382959,819.1421148,819.1421148,1001.419443
1022.65,620.9792194,599.7080576,777.6763333,1632.943378,936.7930418,1081.447696,951.8283883,572.0402998,1020.766445,1221.549442,1678.506985,1423.058102,1249.453868,1381.586985,1608.194965,790.7294072,1062.213822,1596.253989,1048.131542,816.6499153,882.0665046,882.0665046,1104.19815
1023.58,664.769796,625.8775345,894.8696079,1772.347356,1015.987787,1176.634486,1071.356926,619.7426657,1188.499279,1385.806571,1898.35209,1608.047496,1411.818148,1623.314215,1798.080942,877.8647744,1191.03241,1773.926174,1250.436641,923.742801,966.8023338,966.8023338,1212.928516
1024.52,753.6395434,759.8192353,1069.567575,2199.542404,1231.193824,1384.502212,1220.306232,821.1699479,1510.227382,1643.215354,2256.428172,1911.517907,1707.55406,1976.207842,2171.998035,1095.371855,1413.852151,2117.849675,1544.137721,1097.646953,1119.269602,1119.269602,1486.710542
1025.45,796.859462,761.1311602,1163.310243,2414.248526,1272.781154,1504.890872,1303.216307,868.6121536,1696.020761,1799.20579,2460.915232,2093.089338,1892.591604,2289.727874,2415.736244,1187.000649,1535.193047,2392.414495,1721.544792,1131.552372,1200.998311,1200.998311,1632.854226
1026.39,864.5015522,770.8663096,1313.397622,2757.635722,1474.639775,1729.45047,1497.737154,961.0792899,1928.00942,2024.757881,2817.483272,2430.46179,2128.490781,2590.604317,2746.965572,1380.881157,1720.425097,2716.100637,1952.627862,1384.759057,1302.528459,1302.528459,1816.689571
1027.32,963.0828143,818.0036838,1534.71972,2974.533994,1588.429689,1825.621005,1624.788773,1113.511364,2171.253367,2322.541626,3056.952293,2676.075264,2336.29159,2884.927179,2970.43602,1460.443381,1794.068302,3041.728101,2125.55694,1422.447009,1463.050048,1463.050048,1946.156575
1028.26,1040.975248,856.5682831,1697.736546,3203.253343,1715.130895,1980.602479,1752.561165,1212.328382,2297.002608,2461.647025,3355.152296,2936.429761,2554.154031,3133.876465,3216.057589,1569.78732,1939.632662,3255.426892,2382.592035,1612.766228,1599.963077,1599.963077,2126.035238
1029.19,1058.696855,862.1551077,1721.608108,3273.893771,1784.343393,2014.254893,1753.394331,1203.940353,2296.607147,2424.914078,3321.693282,2947.745284,2521.158105,3285.722181,3189.110282,1568.182976,1948.858177,3318.52701,2405.633155,1606.786713,1559.297546,1559.297546,2167.725562
1030.12,1046.309634,849.833158,1781.914415,3292.64528,1737.977183,2040.228247,1743.738272,1264.877281,2352.29699,2493.062785,3379.895252,2929.711833,2557.36381,3156.664334,3204.104099,1572.060349,1939.124848,3325.958457,2386.200308,1633.488466,1678.943456,1678.943456,2100.357546
1031.06,988.8895864,832.8364341,1651.735475,3143.45787,1696.342264,1936.722543,1693.752989,1147.509174,2212.822143,2421.443145,3169.718208,2786.889409,2399.331148,2947.852929,2993.869041,1489.609439,1885.322675,3213.341237,2257.943503,1530.691484,1594.050806,1594.050806,1950.41119
1031.99,958.7977117,815.0269364,1577.201296,2958.971543,1619.268638,1854.127781,1592.368483,1064.126038,2086.80261,2193.29516,2979.632152,2577.718015,2187.090118,2731.92797,2809.345111,1404.540248,1694.671658,3024.13535,2150.692747,1452.51577,1459.589597,1459.589597,1845.736494
1032.92,857.4200105,794.558665,1460.711886,2701.616301,1523.666303,1750.233962,1446.134756,935.8578801,1890.678396,1993.568828,2641.487082,2427.147651,1956.31072,2458.169463,2513.38231,1303.722776,1602.891798,2748.9408,1956.478047,1341.701322,1390.179829,1390.179829,1694.353459
1033.86,800.241483,722.4916203,1310.557252,2372.942144,1345.485259,1600.451087,1368.641807,827.4147059,1699.409506,1806.174149,2351.353002,2140.458318,1813.052953,2160.127412,2354.810639,1156.937022,1460.523094,2449.447587,1696.609411,1297.78814,1283.341502,1283.341502,1575.052084
1034.79,744.9111293,704.9678025,1165.017403,2116.419075,1257.495507,1418.579158,1272.329639,832.7965217,1440.245943,1570.641123,2105.189912,1877.970018,1610.436818,1854.301821,2094.540099,1052.392989,1377.355547,2252.285714,1490.176846,1075.086225,1195.284616,1195.284616,1349.32237
1035.72,664.0379498,709.9972118,1048.382345,1888.607093,1161.777045,1345.618174,1188.998252,701.5633336,1238.067712,1475.959751,1935.797813,1741.212752,1482.782314,1612.902695,1904.410691,969.3006761,1234.649156,1988.785183,1381.300359,1022.475577,1103.269171,1103.269171,1265.424316
1036.65,672.5279445,650.8408483,974.7620854,1692.256201,1058.219875,1239.378137,1158.157646,674.6351476,1148.504817,1368.690031,1816.806706,1578.576521,1410.359442,1500.970037,1737.322417,906.6900841,1176.403923,1828.315995,1233.399956,965.8661944,1031.685167,1031.685167,1140.717922
1037.59,657.3711137,636.7787124,948.9466321,1669.8864,1086.393995,1224.289047,1107.277823,585.2619697,1077.467262,1286.551964,1683.236592,1483.391327,1242.3682,1353.723852,1649.915278,819.3212136,1049.029846,1709.788153,1115.235644,895.8180782,963.6126035,963.6126035,1053.403189
1038.52,601.5674576,631.1158042,864.4559919,1515.18769,961.6094057,1126.940905,1051.478784,570.2338055,946.7550511,1213.605549,1531.397472,1359.63717,1095.758589,1216.494142,1564.099275,838.3840651,1060.096927,1584.321658,1032.62743,891.631228,927.4214814,927.4214814,963.0601166
1039.45,618.3729764,658.4481239,792.1001717,1447.120074,975.4061065,1106.843713,1033.33053,517.3906611,899.8681868,1133.920786,1445.409346,1330.084051,1109.430608,1131.930912,1440.364409,771.518639,996.5351659,1521.896512,1044.26532,801.4856438,910.0118004,910.0118004,1000.008704
1040.38,585.1446703,675.4116718,787.6691785,1418.633551,955.2240974,1105.60747,1030.273061,552.312542,899.2066734,1107.047675,1473.602217,1261.781973,1093.834258,1070.904163,1460.050682,777.2949359,1007.514562,1496.232718,955.8193199,865.1713253,925.6335604,925.6335604,918.9589521
