Wavenumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1272.54,4767.870251,3573.788488,6909.549693,6597.380949,7341.931314,6377.991867,8914.817098,7404.041781,4157.270077,5586.694057,12213.40007,8521.69578,6148.651316,4407.526322,8135.529746,10323.07302,9945.671632,5836.999151,6066.592683,9757.13785
1276,5694.39241,4088.909748,9376.114984,8350.967137,9138.888239,7781.819788,11781.18786,9851.208571,5201.853174,6716.973413,15872.74135,11197.80509,7956.023157,5174.625648,10826.39471,13261.69875,12951.75815,7310.564285,7909.117552,12601.92791
1279.46,6637.296491,4302.72871,9902.864047,9038.600831,9656.472646,7972.614029,12257.39619,10238.39508,5595.031776,7114.309857,16469.07969,11651.60149,8325.441847,5768.167721,11177.36692,13797.42371,13507.34486,7576.206022,8433.733155,13070.41926
1282.91,7570.582457,4143.835337,9425.17555,9197.111976,9264.814481,7491.074538,11129.64201,9213.311237,5678.425831,7251.843335,15209.61502,10756.89494,7591.487324,6108.872455,10388.27632,12656.84787,12389.93174,6967.504287,8172.929402,12228.81189
1286.35,7865.360268,3817.419589,7964.798063,8446.610516,7979.453693,6392.44126,8995.525247,7481.306956,5125.805286,6723.993792,12673.64729,8892.29536,6229.899516,5950.579759,8378.822835,10332.47116,9931.818736,5846.279,7000.286193,10331.60572
1289.8,7152.329887,3421.571427,6286.370061,7243.086393,7307.710227,6268.944141,6934.745825,5688.412145,4443.720085,5759.941172,9903.176423,6809.902708,4710.178344,5181.229537,6468.18637,8013.603532,7775.255801,4573.600073,5708.413421,8167.160736
1293.24,6602.321272,3073.090814,5037.09994,6401.72955,5645.024028,4543.773126,5492.563645,4492.516704,3982.630177,5162.405419,8020.702354,5518.956924,3844.213722,4623.151686,5152.516833,6503.834934,6264.152892,3780.797411,4848.650971,6729.436875
1296.67,6568.834383,3016.047708,4518.986033,6106.219928,5288.60504,4127.69816,4754.278607,3920.300525,3814.255504,4962.186476,7220.105015,4939.677949,3374.475561,4497.516097,4491.914124,5743.315311,5534.84996,3471.880917,4381.268723,6182.704093
1300.1,6393.75918,2898.092071,4073.286623,5812.917467,5025.123207,3888.909187,4380.160603,3491.233498,3681.776013,4866.284286,6550.524338,4489.895724,3078.533767,4319.482658,4141.438135,5272.664607,4990.48696,3214.710489,4190.456551,5674.542345
1303.53,5840.315619,2752.503862,3610.749946,5277.922108,4538.628473,3598.226151,3848.389522,3157.575509,3386.241647,4388.61879,5850.290252,3980.910189,2740.848243,3992.601251,3718.568757,4699.972767,4518.493842,2929.22602,3764.104327,5144.65158
1306.95,5038.67366,2607.04304,2952.8942,4616.763789,4031.21078,3323.848993,3358.935249,2712.17644,3051.282351,3926.399931,5089.312688,3569.021285,2539.128887,3583.131755,3185.175872,4200.319735,3987.820557,2643.247402,3221.211916,4452.851752
1310.37,4054.213257,2373.519565,2245.777544,3844.362451,3367.55007,2931.677658,2767.127663,2267.366168,2639.188069,3356.35765,4183.541574,3068.38895,2049.995598,3068.494045,2579.169363,3565.945453,3352.397058,2208.584522,2671.939181,3784.49281
1313.78,3483.274369,2355.863396,1850.418111,3371.958031,3108.826286,2845.502088,3143.686641,1963.09457,2452.218743,3086.541886,3694.816839,2806.853126,1931.098269,2831.507991,2293.849107,3268.789865,3032.153294,2044.527268,2369.255982,3426.314705
1317.19,3117.406951,2432.654492,1658.004007,3165.940467,3052.879369,2880.702224,2345.262059,1911.421521,2466.794318,3034.222582,3415.888411,2697.093749,1908.276792,2792.333461,2216.85498,3089.022914,2836.829216,2041.995521,2247.142175,3130.067387
1320.6,3003.820958,2654.04281,1635.353324,3160.509697,3547.989261,3035.16801,2331.533786,1953.82689,2608.684736,3093.279676,3296.726218,2793.050759,1995.011059,2984.200319,2222.536855,3103.234541,2863.564774,2153.849163,2210.247614,3181.910806
1324,2933.296345,2830.528311,1643.694135,3168.025658,3119.875901,3195.499386,2420.461691,2022.710549,2741.669939,3205.853109,3335.320188,2896.114095,2100.450958,3290.368429,2316.734602,3165.724688,2873.059916,2275.208074,2273.262151,3202.634911
1327.4,2859.973068,3075.83095,1696.274496,3220.228289,3252.449232,3379.796294,2493.615642,2136.222365,2924.269871,3359.32282,3365.220247,3054.283694,2225.386374,3551.65765,2415.488089,3248.063297,2907.114594,2408.702131,2358.575637,3241.439651
1330.79,2867.591082,3290.330687,1798.612448,3347.207524,3392.579192,3617.268675,2651.815501,2278.232204,3110.124473,3532.958749,3433.076322,3207.109495,2388.387193,3827.347837,2554.457184,3377.18031,3002.068755,2576.121208,2445.687919,3339.734975
1334.18,2889.750341,3537.377479,1910.716016,3473.393302,3530.605723,3866.856469,2737.291131,2381.81993,3275.263687,3701.420834,3537.918339,3339.721435,2549.193297,4090.688842,2658.71175,3520.265666,3093.252348,2768.505177,2555.168842,3413.360831
1337.57,3010.560798,3721.251282,2000.853204,3599.245557,3691.528764,3991.299617,2894.962389,2516.685404,3396.677455,3822.639014,3681.186226,3457.819451,2703.334565,4286.750515,2780.151648,3605.719308,3139.525322,2914.14391,2653.988248,3548.997167
1340.95,3045.362409,3876.642053,2101.041999,3719.014227,3792.538253,4092.388058,3005.229133,2614.078485,3538.125717,3938.773227,3813.519907,3608.193481,2823.480875,4507.662699,2913.956738,3724.281174,3269.527625,3012.187272,2841.975978,3658.853931
1344.33,3063.815126,3975.94975,2181.610369,3769.229245,3879.53413,4239.041733,3138.971215,2689.599029,3629.838416,4056.60341,3925.129308,3732.26346,2907.012102,4739.195234,3027.886873,3930.211205,3349.459205,3137.845128,2878.08187,3710.85107
1347.7,3091.358902,4008.914327,2232.216257,3788.830548,3857.756334,4323.72058,3234.738486,2773.276892,3688.095491,4106.789501,3929.004353,3807.559324,2929.688116,4719.387957,3008.341909,3918.59934,3403.660009,3208.777339,2901.535759,3740.328531
1351.07,3172.363691,4053.395741,2375.667589,3815.898069,4046.344803,4341.864538,3175.770792,2827.411923,3731.736882,4184.221438,3982.364968,3850.981011,2992.428787,4766.390699,3088.551694,3959.645518,3431.279985,3178.073763,2930.607475,3809.986261
1354.44,3350.759445,4106.363946,2546.462265,4066.631744,4198.359473,4371.513546,3402.527977,2901.733972,3760.792529,4320.439156,4261.691077,4067.798455,3065.30398,4907.903284,3244.056075,4167.869679,3637.999079,3301.574255,3095.166848,4044.784207
1357.8,3586.496117,4139.548898,2839.358163,4335.171506,4386.600284,4578.48754,3714.249882,3227.182884,3944.372372,4539.282592,4795.492603,4406.351591,3327.183559,5059.145536,3591.684896,4584.001761,3976.707238,3479.018666,3376.393704,4420.182313
1361.16,3835.543658,4170.120551,3048.143135,4553.727288,4485.957171,4637.016459,3900.426345,3375.828501,4070.00635,4665.631681,4998.07947,4461.770354,3451.017384,5210.75727,3733.747998,4689.8817,4155.324408,3596.936846,3525.457866,4582.250526
1364.51,3951.12202,4160.138858,3033.825006,4526.989024,4455.670071,4569.590239,3739.237198,3286.830664,4051.894401,4693.186358,4865.331601,4322.794677,3341.87531,5296.298297,3605.905218,4541.529436,4017.330535,3499.478638,3479.559154,4448.94879
1365.83,3976.831154,4152.573774,3000.711567,4479.346646,4432.08892,4531.798817,3627.092271,3229.699207,4029.306464,4691.05656,4779.408917,4251.614496,3265.217191,5324.908425,3525.376389,4461.984904,3922.255564,3429.203884,3440.277383,4359.26705
1369.47,3977.571011,4154.375251,2977.210584,4427.680087,4431.953654,4566.932129,3652.451391,3161.103966,3990.042476,4607.322218,4632.141342,4280.329743,3228.472876,5200.577454,3534.60134,4375.928042,3906.979439,3397.822421,3390.872365,4342.19525
1373.1,3723.391542,3988.553242,2796.349787,4268.329277,4239.754208,4415.34011,3572.444379,3066.044768,3872.372375,4411.093269,4579.718796,4135.710351,3073.262213,4969.465179,3386.479898,4313.438785,3784.142107,3276.084085,3336.903911,4197.923333
1376.73,3451.932697,3815.5577,2610.966881,3975.22415,3941.570516,4200.212695,3293.831053,2819.48144,3681.326098,4246.449644,4252.901201,3904.676252,2911.825043,4614.191391,3110.831885,4023.827069,3550.833509,3070.738706,3057.081826,4041.861244
1380.36,3316.054425,3701.628576,2406.919541,3793.924634,3833.882514,3995.94982,3054.52123,2644.333806,3484.413581,3950.901277,4030.288477,3674.487379,2777.001208,4341.225875,2907.02712,3747.09283,3350.343592,2902.346111,2851.185911,3771.498924
1383.99,3048.476675,3511.915822,2235.965415,3646.210661,3737.030134,3828.671418,3016.50472,2596.551686,3277.504762,3838.288101,3920.920543,3611.293664,2672.130545,4196.098413,2924.05542,3699.296001,3366.102297,2823.156125,2745.935967,3636.926317
1387.61,3043.089397,3508.189389,2343.092129,3537.232161,3718.60331,3866.397423,3136.371333,2602.644898,3179.539575,3731.160047,4035.837321,3604.845036,2664.832887,4010.08878,2909.756597,3755.006518,3344.219568,2848.71857,2649.49179,3719.273364
1391.23,2937.112539,3416.259227,2898.687286,3808.339063,4103.861976,4227.517768,3774.630874,3149.393257,3296.087956,3867.117047,4930.228728,4155.421429,3058.838067,3836.00675,3456.360462,4469.194315,4081.895347,3176.943265,3015.233173,4295.960007
1394.84,2967.46605,3225.245288,3049.678465,3795.451297,4037.956064,4084.272388,3963.223145,3331.906577,3245.569841,3648.219033,5065.904684,4180.282771,3146.725913,3644.292089,3589.586822,4691.549325,4339.079578,3076.370026,3097.299908,4447.506187
1398.46,2607.349877,2726.737522,2085.393216,3155.528792,3223.815506,3301.701213,2837.127945,2348.384666,2648.025164,3102.065935,3682.565108,3148.438994,2271.566253,3004.524564,2613.305481,3459.211482,3196.722201,2283.728665,2335.951782,3330.001845
1402.07,2487.543969,2548.665877,1651.599059,2842.791476,2896.580235,2924.694177,2241.805069,1848.517332,2425.763861,2810.977685,3096.109917,2792.510027,1900.728908,2637.853933,2092.506239,2946.590718,2616.403159,1998.118992,1971.53858,2896.906922
1405.67,2379.348273,2404.950304,1481.623492,2747.849278,2727.880182,2833.211212,2208.17431,1765.494377,2357.775865,2791.354212,2927.029029,2602.005799,1761.7437,2501.509957,1972.998894,2817.886965,2563.412393,1910.550815,1885.840086,2774.311357
1409.27,2435.532736,2466.190752,1581.633999,2806.892126,2785.065278,2833.952248,2161.925456,1768.575604,2284.381111,2738.635446,2991.65236,2593.546239,1779.330446,2537.222388,1996.893242,2814.520157,2556.569843,1854.523939,1923.12608,2852.705091
1412.87,2637.527306,2364.25717,1649.878047,2920.259946,2755.135455,2808.517218,2174.188294,1785.270814,2312.939532,2786.151318,3059.829828,2533.491278,1798.398965,2547.700981,2035.909076,2851.200224,2552.235451,1822.688168,1861.756339,2855.578062
1416.46,2861.141928,2396.579506,1804.323087,3047.892668,2899.370643,2829.076052,2253.672612,1875.749804,2404.441063,2964.771757,3277.78135,2647.800842,1835.659071,2611.475485,2104.126187,2897.007098,2609.009157,1898.373304,2059.700643,2941.760211
1420.05,3286.206551,2442.94771,2072.046555,3370.700217,3053.100773,2899.148681,2367.768191,2010.572371,2515.755636,3136.556691,3571.486842,2837.234861,1919.620577,2756.955648,2281.944365,3117.140711,2857.820901,2019.229146,2237.348764,3241.271476
1423.64,3819.051119,2533.291729,2419.405868,3780.252521,3375.435775,3009.225035,2674.474812,2166.898311,2681.493185,3430.27605,3983.306219,3010.543262,2058.053296,2996.461214,2548.403398,3386.010994,3137.470622,2175.385492,2503.390477,3552.111796
1427.22,5022.125579,2796.491511,3143.208422,4638.899507,4085.835578,3369.615046,3236.152255,2597.467416,3234.203643,4098.809762,4894.499398,3549.415974,2377.307036,3615.751927,3058.623071,3953.657877,3743.848262,2531.942138,3096.015551,4285.761109
1430.8,6683.239877,3139.357005,4440.14159,6104.861099,5201.970114,4091.928642,4192.340294,3447.859476,4094.636942,5176.897756,6415.226293,4385.732924,3044.351605,4508.107524,4029.813166,5014.53129,4782.503759,3238.928879,4179.933755,5505.099353
1434.38,8249.753957,3485.738158,5573.162714,7291.127225,6100.939309,4609.345753,5165.788703,4201.114281,4633.123015,5987.149959,7863.42682,5235.594039,3661.586809,5529.847743,4981.823463,6098.491164,5676.257051,3858.355504,5042.274854,6698.446465
1437.95,8625.237763,3704.264917,6192.099088,7823.237809,6701.543095,4978.936309,5956.367249,4842.231614,4896.691794,6399.196299,9010.130892,5862.259246,4156.39245,5940.402313,5652.363738,6996.357428,6585.678078,4374.881804,5661.918609,7502.102384
1441.52,9695.73124,4098.287228,7402.737955,8996.062775,7738.161397,5720.260238,7092.155697,5751.031255,5572.42321,7202.556703,10507.24842,7017.128471,4940.308326,6733.420961,6879.903761,8214.970011,7783.596778,5117.66756,6510.414776,8780.627044
1445.08,11362.63433,4672.91504,8485.736492,10378.09205,8827.654144,6539.767467,7963.233803,6521.102982,6427.487194,8330.001095,11898.25933,7788.751639,5558.284231,7866.633405,7684.163297,9181.548841,8738.173087,5740.442554,7546.253105,9861.760382
1448.65,12400.43698,5121.798296,9263.931805,11215.55555,9333.841263,6782.247926,8229.631318,6637.786562,7069.243677,8806.429403,12311.96351,8122.448677,5865.449955,8819.31936,8057.952104,9514.573845,9040.306942,6113.44656,8186.183339,10381.05233
1452.2,12081.83912,5157.916944,8896.640913,10826.3132,8977.042678,6675.65154,7931.847984,6404.87176,6992.932588,8692.12155,11726.66089,7800.169507,5681.205282,8872.698529,7708.669932,9019.22495,8546.668279,5950.749347,7799.125215,9803.442828
1455.76,10990.64069,5075.150927,8038.720744,9972.664919,8377.418315,6418.868237,7419.863534,5984.488333,6544.353856,8100.72746,10665.15137,7366.124053,5279.039989,8358.91061,7099.976524,8376.932081,7905.797033,5532.780677,7149.658461,9108.681803
1459.31,9444.641637,4711.980192,7636.808137,8809.09063,7541.758098,6081.957941,6841.917696,5703.00603,5795.88741,7263.537055,9990.434856,6896.012238,5016.62385,7405.365289,6560.001614,7773.975163,7376.113137,5231.120308,6529.102796,8375.489188
1462.86,8076.421894,4309.034681,7147.509848,8116.59025,7397.121949,6056.790577,7242.560187,5974.814596,5424.763178,6782.990258,10170.11126,7190.393984,5236.68663,6579.352245,6732.20493,8103.104119,7860.756525,5302.107991,6159.407934,8506.714915
1466.4,7175.291397,4318.284338,8006.002561,8135.423695,8118.269792,6712.356071,8881.96072,7343.983769,5432.151086,6695.18699,12204.28049,8481.379211,6127.838092,6025.45115,8119.886192,9738.618872,9666.927128,6037.713472,6706.023581,9799.988913
1469.94,6216.640082,3967.639107,7903.972884,7604.080884,7673.851547,6635.864345,8900.418999,7384.973282,5043.601062,6080.857172,12147.34244,8430.30784,6079.747993,5286.881669,8137.125115,9880.119345,9771.134878,5740.076491,6456.069438,9645.57111
1473.48,5482.107881,3713.95893,8197.587348,7182.52173,7675.237135,6660.505323,9296.73472,7739.102861,4661.82303,5816.680723,12679.59702,8726.989791,6263.396083,4510.093461,8432.511405,10367.70546,10282.36971,5846.126784,6418.595198,9913.551437
1477.01,4963.254731,3598.79375,8752.342404,7086.29615,7918.466476,7067.118927,10218.63757,8403.042222,4617.396918,5681.237562,13616.04414,9461.854983,6833.432107,4218.34618,9163.89476,11412.68713,11271.58154,6147.09408,6634.170548,10453.62982
1480.54,4248.530563,3232.753509,8198.064421,6565.064058,7346.16949,6689.625079,9747.867224,8045.961077,4169.54265,5094.977609,12812.78369,8919.373332,6464.255803,3500.269474,8519.244869,10929.46429,10677.69031,5640.838101,6160.695169,9869.306182
1484.07,3684.005312,2901.478147,7677.629681,5912.765368,6717.346095,6177.7837,9050.123353,7424.039127,3873.21015,4545.950781,11684.31557,8215.334757,5891.756903,3016.602988,7889.031413,10146.13684,9919.935949,5131.518565,5546.168735,9078.140452
1487.59,2876.518908,2126.577607,4726.344382,4109.859993,4351.086208,4035.35471,5571.865613,4596.166066,2793.389343,3118.716996,7231.409683,5295.089172,3577.735131,2061.126365,4972.664063,6345.454705,6251.108374,3089.365183,3489.460913,5803.022553
1491.11,2315.721285,1544.14183,2329.544648,2719.197845,2763.619747,2498.358029,2866.873652,2304.371579,1803.320152,2217.686171,3949.685924,2852.586494,1825.670207,1338.209242,2504.252483,3503.757802,3431.467514,1631.737662,1956.061367,3368.882409
1494.63,1953.302375,1311.970755,1474.526555,2116.458836,2028.776627,1957.523577,1803.867113,1458.67535,1356.182502,1816.328223,2782.04419,2024.866637,1254.261846,1043.611256,1619.536332,2394.506045,2415.753295,1102.155704,1365.939756,2480.109941
1498.14,1640.022108,1126.733325,976.3461534,1706.492878,1606.576767,1607.861273,1245.005636,976.1770559,1102.536315,1505.443069,2054.094377,1525.739515,834.9497615,703.4420415,1177.295267,1828.009349,1764.355639,773.1940107,990.5757351,1884.895072
1501.65,1526.750416,1029.802479,727.389482,1487.719883,1450.64008,1460.211035,973.9888606,762.606376,989.0415147,1349.180625,1671.65638,1307.685043,682.0236666,651.0812329,914.9789432,1585.007628,1486.954472,658.9822833,867.7589612,1628.407724
1505.15,1357.937231,943.4971575,515.4425681,1348.639762,1251.626484,1318.902782,746.8064224,599.788987,894.0880242,1266.270807,1498.370096,1114.783134,527.0532725,516.8484635,659.137013,1318.670797,1271.359718,538.3562209,667.3490884,1405.13782
1508.65,1339.012484,980.2503011,419.5714322,1243.222426,1211.435894,1317.106432,659.5379577,497.6845649,885.9857665,1179.643532,1325.39542,1066.373702,538.2682902,487.7033656,629.0991298,1236.318771,1175.7013,427.8195228,507.7557706,1387.36528
1512.15,1154.886105,926.4478498,415.9620895,1132.317787,1099.678226,1159.702906,564.813102,455.9577854,813.4646646,1121.298715,1170.802246,960.6866619,431.11843,355.8155716,512.4049455,1118.731462,1090.309142,448.6488872,545.0186608,1227.990027
1515.65,1104.368025,874.4237439,289.560551,1054.415754,965.1833951,1116.261119,514.3814897,362.9343236,710.5446412,1020.076273,1110.63047,857.7819264,381.6934019,321.454713,433.5541115,1026.718786,1003.863168,364.0040122,401.5974115,1110.321981
1519.14,1015.638175,882.2779232,123.0328237,1017.02624,1129.211317,1053.310992,415.682755,291.424854,652.5976192,1011.696121,928.9199874,792.0594093,261.5829152,267.030421,333.1262789,937.8606566,901.7973009,279.3625954,354.0316747,1017.331065
1522.62,943.1664851,845.2073277,193.6949116,955.7191549,1027.191907,1070.118441,411.9065313,290.2040508,610.5135211,942.1091745,877.4206925,750.1290241,250.276679,205.7223266,379.1910981,899.2469871,881.8534645,274.150334,354.771102,981.6971982
1526.11,906.9528866,861.9078971,161.7128174,934.0844093,900.9950805,1064.601386,366.8824519,259.0665881,688.1142696,970.0523499,1189.44248,938.1106841,339.214402,249.8300605,328.3282193,870.7386915,860.538582,262.190925,339.4153446,940.6403032
1529.59,888.9273094,779.3425713,127.572542,814.5919138,816.1987523,1021.635743,333.7701494,236.6781396,606.0997873,857.1165623,853.3252457,802.6743028,227.9457928,144.3232531,213.5572923,799.0456834,751.1255767,221.662065,250.7040533,872.9803006
1533.07,821.6196837,788.8292899,80.31008457,802.061579,794.9338375,969.6674309,237.0692561,161.0473785,571.4219967,846.1067272,690.3988829,652.4047933,177.6005595,118.6715347,207.5379665,753.3078765,725.6573715,200.6624505,205.0868788,839.2171112
1536.54,762.52994,801.4289923,38.27144311,792.8833152,729.2032512,919.9673671,252.4394042,99.82697812,566.1668202,795.2797598,654.8132867,604.7820689,190.5284102,111.4145352,173.9798911,748.2941842,697.7778896,191.1407775,200.2934712,777.9806559
1540.01,758.0780081,795.4596182,33.93261472,746.5270328,725.4999081,960.3244692,215.6702252,143.6306114,577.9481801,792.4235755,684.2383514,601.3910426,189.6890526,104.4618848,187.5127152,736.00452,657.916054,217.3217421,192.0334807,819.1008554
1543.47,801.9738182,779.4301069,84.87959618,754.5626419,784.368723,971.1106547,307.4713509,130.3769514,547.9999987,807.0640893,642.5739715,624.9256274,168.1821942,138.9832131,221.7660877,721.5077971,679.3127876,197.4350401,255.9365572,799.5976303
1546.94,725.6273002,754.8433978,0.008383908,700.8700527,719.9046107,943.2368409,235.3324124,85.30167069,537.4601984,765.0082162,634.9200411,588.9107363,164.8275426,91.05815,163.4196572,686.8849288,665.8240132,140.310367,159.7853503,782.9309013
1550.39,635.528384,730.4324301,-5.251026535,642.3941753,670.1054858,937.3039453,217.7730408,75.84144201,511.3387013,737.5738715,570.9864547,537.5222823,103.1518049,21.64632502,114.3890722,664.0518284,633.9156536,115.6774182,150.7995095,733.6105887
1553.85,671.0069994,751.477143,10.21636043,637.4589197,671.7362628,895.005885,172.1428668,84.3009379,516.6974295,746.5439698,558.8631062,578.1251781,117.5786881,85.1673677,111.4359809,657.8044088,599.4476314,107.594889,155.061684,710.8066131
1557.3,662.2830761,749.4714755,68.83606541,683.2621959,685.6538563,931.3415772,231.7015209,122.9138308,526.1333052,763.1654261,560.2498899,577.2713366,164.9938993,99.25090751,122.3510315,660.1245833,608.6718695,165.9334744,179.886523,710.9288948
1560.75,621.4165439,790.8113668,-17.94939106,663.4579137,654.2721807,885.0889388,187.0486337,117.4707932,553.5612504,785.7591552,504.6066999,538.6526705,163.8651454,67.76657385,352.4088722,629.2742648,609.1682902,138.1448695,125.6306753,712.837354
1564.2,605.0773324,746.1037558,11.36051084,630.688983,652.1441503,886.4808868,114.8438351,44.11949725,495.5971871,774.0900717,483.20343,514.9460925,127.1101329,50.62399603,106.0351508,694.4683662,546.1888162,130.3347691,105.9577899,686.451911
1567.64,676.505371,746.0745813,-24.6729143,672.8113135,664.6636795,888.908338,172.7867551,4.481615163,521.5030372,755.0760903,552.7999744,473.2465152,101.2025684,59.90280327,86.23451487,606.5378003,548.7783699,108.6638679,139.2185154,677.8524857
1571.07,772.1505893,813.5227822,101.469648,726.3048148,748.6926825,971.3192092,264.3370236,132.636819,561.3857227,824.5921255,636.1662269,633.0858512,183.9921583,136.9426248,254.820612,692.9114801,643.8018738,211.7098605,173.2215003,990.1989985
1574.51,843.5529167,854.5252971,233.7129793,861.4933966,848.4210735,1005.184417,307.8442703,211.901781,687.1151652,888.5650917,680.4120813,653.2650131,231.3946089,224.5030896,257.5930894,747.9753181,725.0612502,265.8684414,274.474393,936.2713691
1577.94,1281.752283,919.6080647,476.81786,1211.082969,1100.344766,1117.201878,432.8181245,313.4481729,850.1502867,1157.571903,1025.767431,884.9319132,359.2166262,456.6438268,475.7625945,942.264227,917.6374213,414.4643047,522.2088418,1133.289517
1581.37,2067.928616,1109.346024,954.5650684,1785.31344,1511.627675,1387.037509,766.6782153,562.2546666,1166.346009,1523.128475,1502.362171,1068.624464,561.4279163,1009.584465,722.2687739,1333.49312,1255.892309,642.9331446,916.6524946,1495.873363
1584.79,1779.691846,1014.084112,821.9053778,1555.64472,1256.731714,1250.962226,678.7741715,462.2579336,1012.881253,1316.43572,1322.336194,1010.227578,487.6781845,858.5446329,660.1612741,1175.894908,1054.623837,548.6576546,808.1349989,1366.062827
1588.21,1187.491903,913.0002691,459.509552,1131.736718,1033.776797,1126.301945,462.0356208,251.1356447,814.1009413,1122.523553,940.4493929,752.0811669,326.2271358,508.8939574,414.7897409,923.207505,845.803925,338.4725276,418.5360012,1042.717827
1591.62,1375.378713,976.0014322,546.9783469,1295.889344,1132.762837,1142.007583,499.7021905,345.4574703,935.7599946,1185.281888,1080.631662,871.6651432,393.4144748,550.382065,486.2938191,996.4968226,949.7444964,497.3984559,551.2451472,1123.438283
1595.04,2078.562207,1146.03254,1030.402513,1820.672505,1599.649748,1456.846055,855.3635074,626.1170806,1255.823334,1675.510639,1559.302894,1167.139419,605.1599054,992.5185817,864.1631535,1255.436773,1285.425473,648.6151317,962.0620823,1596.104115
1598.45,3911.052312,1657.18753,2135.202797,3199.39611,2648.577443,2017.720277,1626.509198,1274.436145,2067.885882,2782.969719,2847.702983,1922.323906,1153.193132,2115.943133,1676.127388,2187.059268,2157.904775,1356.555246,1940.136451,2690.475241
1601.85,5115.168958,1822.762341,2850.669933,4142.160069,3041.955835,2221.154165,2069.548887,1615.694334,2513.027558,3213.499041,3575.251821,2306.548516,1492.403856,2907.815343,2104.276166,2702.16422,2570.698326,1627.565491,2540.587898,3286.791582
1605.25,3577.772071,1487.92991,2026.764635,2882.60429,2187.814838,1815.837635,1443.722199,1142.940314,1806.858284,2262.37852,2513.8193,1722.553161,1060.671782,2054.174834,1433.20913,1961.92154,1921.316047,1167.221555,1783.596063,2369.263054
1608.65,1931.561579,1108.553175,967.7575889,1701.938679,1435.054364,1383.980601,822.9687545,559.7507523,1111.447981,1440.198067,1469.565314,1073.837752,577.3966083,1048.781226,773.1659175,1283.421141,1197.587858,647.9901266,861.4105879,1517.589578
1612.05,1255.567409,962.9570731,576.1094598,1229.643146,1088.854326,1213.12798,550.888175,328.8923136,893.9665679,1133.047596,990.5697546,884.3421999,453.5180354,642.1641349,508.7561679,975.4529322,878.7786801,444.0188921,571.3711086,1157.19107
1615.44,916.9694887,894.8765421,379.680903,935.357597,915.3246356,1082.917685,397.7600795,272.1906625,769.8529663,954.643019,812.3225132,719.0484167,328.3357618,454.2531783,376.8795183,787.4388259,757.807435,312.8865378,441.2072623,892.66745
1618.83,783.0877439,890.4785192,318.3925682,818.3419395,874.9122052,1080.751632,334.0340869,206.1934635,693.1250962,871.4282484,769.413482,659.591313,338.1294861,354.9579713,274.0656052,820.0117329,689.0200429,297.0397493,343.028685,867.5686346
1622.21,750.0621014,875.9819413,260.2351013,827.7160806,797.9249471,1071.244735,351.8498156,197.6533805,695.6048777,836.3141966,685.8225526,694.6607998,270.2689062,339.0281291,295.7440653,767.403564,695.7494245,274.668212,284.9650123,837.4045422
1625.59,716.3024878,929.4807456,302.5991452,802.9899275,889.1967732,1064.02591,389.8268838,209.3570772,656.815231,811.4337758,748.3196169,679.7547879,314.70372,378.4032666,317.1145344,774.4542302,742.3065004,352.7506109,338.1658796,820.8550903
1628.97,784.0088295,914.7058691,418.0253398,848.6333873,892.9075954,1128.89407,465.2349093,351.9342173,726.9270761,956.368898,831.0645663,752.5011883,379.0836248,326.6829981,358.5166486,864.2386422,776.683191,373.9376308,415.1509218,903.7501967
1632.34,815.3510529,975.3752486,424.7543223,970.1463667,974.6483257,1131.83213,487.9535095,339.9584642,763.091333,979.1994755,915.5872924,822.0409116,387.0783179,428.2069378,444.9200432,977.8347108,828.4314168,430.2589561,439.5797737,983.1197789
1635.71,908.6690844,971.928821,469.5667255,1004.998773,1033.508876,1187.395005,561.1823014,401.001481,776.6249216,1049.71642,1012.597687,883.2118686,443.747496,497.0846994,466.9943534,955.7593464,862.3190982,477.5052709,484.6920695,1040.483754
1639.07,1075.83285,1016.247523,694.8931783,1076.280512,1149.769157,1223.270608,702.5209014,478.7349302,865.8157617,1132.332644,1149.165641,940.2019698,491.5508555,617.7658963,576.5092139,1086.50546,1015.045155,517.3722587,615.2074431,1085.252041
1642.44,1082.662276,1034.352291,715.3143044,1225.511491,1188.129082,1242.636854,715.1789254,492.6434743,932.6607732,1169.698058,1159.461045,994.2911258,506.7680923,623.3001413,589.9742589,1120.002961,1009.813508,534.6846027,604.4555277,1204.264555
1645.8,1064.967289,1014.793062,734.040721,1143.391617,1206.478561,1243.642656,697.4559886,501.495775,890.8338756,1114.852575,1310.953792,996.569247,494.278902,622.4870466,585.4391221,1153.601761,1009.355078,516.0569856,622.7859562,1158.321214
1649.15,1121.917813,1019.066771,840.8630379,1151.300795,1209.167506,1286.72593,764.0217055,500.5714936,955.4749886,1127.996106,1319.743772,976.4762436,550.7629793,677.1162238,623.8734365,1237.901769,1112.499783,588.6300894,673.5383606,1198.561936
1652.51,1043.863776,1024.304357,765.1418576,1131.488933,1252.325827,1277.234587,788.8156898,523.545291,888.7040316,1131.148562,1317.910875,932.932026,529.2900189,595.5572839,621.1068347,1091.122896,1095.997544,547.2765956,589.6523724,1168.096637
1655.85,1099.695103,1047.797753,798.3577743,1162.985936,1191.753437,1331.111542,769.4075547,562.0208276,926.590924,1122.329855,1302.854993,1007.476504,579.5497145,665.3398372,636.9689484,1178.795052,1118.608281,601.4741853,683.3676225,1188.785233
