Wavenumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
997.756,2165.599671,3424.651984,2327.363529,2204.60151,2627.061352,2146.961787,1956.305204,4524.450646,3066.809826,2274.090319,2843.450287,3432.1398,2593.245748,2052.664482,2506.908572
1001.52,1900.009333,3010.15247,1980.486797,1990.807549,2386.668129,1946.621514,1857.310996,3986.020792,2714.447693,2066.361216,2561.804063,3161.410525,2325.892596,1769.332182,2283.87674
1005.29,1848.418466,2868.969601,1994.293983,1761.539151,2231.972365,1708.219003,1622.108694,3893.605455,2595.826228,1961.777825,2431.272942,2762.68787,2075.853839,1663.76604,2087.713184
1009.05,2050.567269,3064.633577,2046.795166,1854.60648,2283.054241,1837.274373,1756.548458,4208.084848,2730.425529,2080.630275,2666.92708,2973.762017,2196.209587,1786.286238,2322.7581
1012.8,1971.005944,3156.664595,2072.530424,1898.649696,2343.813935,1828.857745,1676.640446,4219.13918,2787.235689,1997.848692,2642.606633,2909.793145,2146.139947,1776.082956,2209.781682
1016.56,2097.724686,3138.182847,2072.139834,1860.778959,2405.131624,1877.019235,1685.244814,4322.658658,2954.486801,2002.683201,2774.231754,3000.751432,2297.705025,1791.266371,2325.404121
1020.3,2182.123691,3146.158524,2057.00347,1890.564426,2439.437481,1889.128958,1667.481717,4359.423481,2929.678953,2086.013924,2647.262594,2985.857051,2311.564923,1827.026659,2249.835609
1024.05,2199.283152,3374.681813,2188.531403,1997.026252,2574.691679,2020.857028,1975.051309,4580.313848,3088.882232,2196.540981,2870.509299,3185.840173,2412.299745,1971.233996,2437.656331
1027.79,2373.72326,3491.692896,2328.023704,2098.924592,2611.264387,2082.663557,1951.15374,4824.429951,3190.726721,2311.064491,3003.332016,3402.600966,2465.939587,1972.488554,2566.166474
1031.52,2445.424205,3612.271956,2295.850441,2193.689596,2639.935771,2116.348653,1999.109161,4939.301978,3216.282499,2367.594569,3080.170885,3399.759596,2601.764547,2058.070503,2678.79622
1035.26,2412.496171,3605.089168,2264.131678,2083.211415,2644.005995,2120.572425,1890.877718,4862.230111,3260.569644,2333.511329,3060.676047,3317.506222,2562.184718,2098.370012,2622.205749
1038.98,2426.349345,3641.804706,2387.697479,2079.870195,2681.395221,2112.284977,2003.269557,5015.30453,3364.748229,2396.834883,3057.187636,3460.061004,2645.580191,2162.817247,2675.085238
1042.71,2644.293906,3982.32874,2566.327906,2280.126082,2995.163607,2286.276413,2214.054822,5344.595408,3625.388325,2593.10534,3453.485786,3692.304095,2859.311057,2368.652374,2925.974863
1046.43,2950.820034,4446.271436,2848.553015,2541.659219,3202.65131,2624.466835,2381.163654,5917.312912,4016.119999,2940.212807,3766.340626,4109.235647,3100.957399,2667.625554,3196.284796
1050.14,3140.707906,4681.672956,2966.672864,2732.429747,3508.948482,2795.786339,2585.546193,6192.927207,4293.353313,3105.567387,4138.542283,4333.085808,3413.239302,2800.886947,3471.695205
1053.85,3403.057695,5193.363457,3447.907505,3077.387804,3800.725274,3259.215024,2991.212575,6343.838448,4516.628328,3702.969182,4519.64088,4800.144721,3998.726847,3297.546711,3828.516257
1057.56,4123.909571,6076.603093,4088.156988,3840.163525,4343.291831,4106.212982,3704.942936,6728.946788,5228.115098,4722.088289,5628.336534,5503.012524,5034.700108,4151.114999,4425.788115
1061.26,4087.383702,6276.762011,4220.591361,4015.577043,4333.648297,4205.850303,3893.737406,6828.11237,5294.633674,4835.014803,5689.69936,5638.269352,5227.21916,4235.171964,4589.150937
1064.96,3984.200251,6149.610353,4042.620665,3630.748488,4405.294809,3897.707074,3554.766113,7332.325333,5413.074101,4438.158814,5443.369467,5501.365334,4819.54407,3965.797753,4426.954878
1068.66,4432.069375,6766.288254,4403.824939,3916.287983,4714.661502,4157.223375,3827.629181,8226.505807,5802.74642,4751.180406,5855.976956,6007.250593,5144.784901,4212.182507,4807.350087
1072.35,4685.691231,7037.325844,4626.974217,4114.825649,5178.248504,4267.679286,3908.366731,9253.013916,6256.240664,4853.72966,6145.071925,6241.995247,5250.121709,4287.536367,5135.16671
1076.04,4702.075968,7034.043245,4387.448529,3883.211604,5095.655941,3973.10488,3682.628878,9401.589776,6282.106864,4558.586652,5945.904465,6320.529406,4886.114548,4147.459466,5122.534887
1079.72,4193.693732,6291.230572,3988.857901,3563.70596,4736.033932,3507.570225,3328.835736,8610.873492,5793.89504,4009.031451,5388.444661,5628.263177,4335.533465,3596.081934,4502.694753
1083.4,3422.404664,5234.787935,3301.482353,2900.418827,3962.702592,2862.775389,2643.847413,7283.895162,4785.705211,3331.444124,4409.962593,4820.986658,3617.068502,2994.603899,3835.616439
1087.07,2865.8689,4559.045434,2536.391902,2326.320311,3230.52203,2293.880432,2167.654014,5993.894873,4042.277385,2671.034733,3666.748335,4067.339943,2904.479698,2438.565483,3150.590071
1090.74,2729.806575,4185.753168,2331.496562,2153.360513,2973.642352,2112.165415,2077.015643,5849.852707,3828.331569,2614.533338,3446.431955,3715.66312,2890.607086,2278.616804,2924.59577
1094.41,2861.817819,4402.341228,2503.906343,2272.879534,3180.573661,2214.960393,2144.4524,6101.468739,3993.637765,2679.759994,3652.65352,3998.596274,2940.770698,2395.887981,3061.063655
1098.07,3343.862759,5065.969702,2955.991256,2642.057473,3647.416056,2619.185421,2588.074384,6879.543037,4475.965969,3066.294754,4161.793092,4567.209486,3518.330563,2846.769129,3553.053843
1101.73,3695.73152,5463.418675,3389.591304,3012.874425,4094.579634,2988.940553,2919.821692,7577.445665,5072.846177,3463.587671,4809.070729,5063.742831,3819.896706,3169.270359,4024.396445
1105.38,4034.314225,6059.968225,3746.566493,3351.010483,4431.564487,3334.255837,3126.484417,8048.206678,5416.458377,3940.92879,5181.156486,5407.846384,4213.05915,3429.221781,4265.561571
1109.03,4430.22099,6451.628425,4153.936822,3708.825738,4759.200704,3698.341321,3486.38265,8690.436126,5801.442554,4316.578157,5544.950413,5855.42021,4664.927912,3843.573503,4759.029326
1112.68,4800.30193,6995.039342,4629.192286,4167.970277,5169.37837,4187.167049,3885.386479,9110.494048,6370.958687,4754.155813,6110.192555,6363.274372,5181.673008,4385.165626,5215.089812
1116.32,5368.827154,7901.481037,5210.262879,4756.174183,5864.447563,4962.51306,4594.315989,9613.960476,6861.036748,5624.241792,7048.642949,7017.068925,6148.924446,5060.53825,5845.403124
1119.96,6247.506766,9109.073564,6116.608587,5780.977534,6463.408358,5912.739389,5651.801259,10341.53543,7775.016704,6883.896127,8314.47163,8145.00392,7494.342231,6062.24147,6679.249353
1123.59,6569.700867,9811.316969,6718.699392,6398.640405,6934.830824,6842.126069,6161.412367,10688.71893,8153.938516,7568.668844,9086.438622,8712.979397,8073.966361,6815.215376,7327.738584
1127.23,6089.719548,9152.771288,6144.945271,5856.852865,6599.715022,5992.973122,5592.089381,10505.11098,7727.152135,6807.68996,8217.263944,8125.565393,7251.176826,6008.580051,6776.390897
1130.85,5857.062896,8547.836548,5815.876192,5503.944975,6242.521008,5590.370568,5137.022367,10001.11156,7325.917505,6322.699487,7624.427603,7729.361931,6760.23361,5732.985572,6314.516361
1134.47,5937.270993,8604.912767,6115.182119,5743.216792,6154.708829,6009.528419,5491.761382,9379.520655,7309.234562,6805.28743,7958.319601,7752.279031,7389.486686,6111.50201,6524.715041
1138.09,5941.733911,8589.599954,6180.18301,6053.788366,6196.648529,6479.53668,5736.366481,8667.338243,7213.793235,7221.923787,8206.359929,7784.456702,7790.836025,6355.769431,6530.826996
1141.7,5340.56172,7623.72811,5543.468814,5410.989743,5363.530142,5615.675353,5203.67771,7555.434283,6328.103447,6318.858549,7303.748572,6854.464945,6889.501587,5759.257893,5737.542276
1145.31,4486.544482,6454.277226,4576.859479,4456.070962,4630.3837,4674.68443,4249.435112,6742.538728,5403.41511,5181.131699,6004.055506,5747.233755,5679.263325,4804.107448,4903.670927
1148.92,3487.292254,5027.587288,3501.724942,3377.012055,3722.149226,3524.913901,3239.128724,5633.831525,4415.468133,3959.063217,4592.420701,4485.44312,4168.281186,3548.778144,3787.492988
1152.52,2667.38509,3799.078272,2518.155139,2463.103052,2791.09674,2496.123749,2290.298579,4506.452611,3287.412419,2713.753074,3346.86412,3303.033021,3026.495111,2490.310023,2841.718494
1156.12,2003.543038,2853.800153,1824.040001,1829.223978,2054.056258,1707.173954,1716.874705,3334.561922,2444.817866,1908.211239,2464.75572,2485.913436,2095.845036,1787.763124,2044.207474
1159.71,1426.846146,1933.502898,1268.529458,1251.144858,1442.187794,1158.794493,1127.847131,2431.669385,1771.274368,1351.727678,1705.885458,1808.134337,1541.990895,1261.797482,1501.459956
1163.3,939.504457,1441.576475,813.7634355,893.645711,971.4313596,832.2853427,808.7158813,1573.644926,1245.241818,872.5323556,1138.643286,1332.875697,1008.012619,906.7831314,984.5359668
1166.88,743.4280151,1045.270847,606.6018603,694.8965587,746.1769635,641.4064777,621.4109804,1170.34847,921.0101078,615.9252332,868.4091553,1003.657486,826.020139,717.9501057,723.5955297
1170.46,625.6668623,804.9559773,514.7746572,612.9774199,575.104615,471.9678718,520.0924518,981.9599362,685.6991255,576.2262733,757.033015,807.5296704,675.8733832,527.7984369,569.2186678
1174.04,636.4410402,810.251828,438.3417505,556.8883131,501.2643223,445.3794982,511.1503184,847.0692467,640.8187599,486.2954369,617.3348145,816.1022187,605.8222799,594.6281563,589.0454038
1177.61,563.7605896,669.4083599,374.6930641,457.9292563,451.9460929,422.6413296,436.8346025,710.8863206,561.4188988,469.1526845,639.0445019,663.165097,548.3367566,464.5992947,482.1957595
1181.18,520.5055508,639.9655333,331.8685214,451.8002667,366.7299338,316.4733385,466.5453259,632.6910766,516.0894296,369.6279764,549.7620248,581.928271,413.18674,458.3218825,473.2297562
1184.75,486.9859635,598.8533076,392.4280455,454.1513614,428.7658516,379.2654967,460.97251,710.9134326,513.4502388,327.5512721,587.8773303,653.9017057,517.9821565,475.5059494,446.6874146
1188.31,592.5318667,748.7516418,426.5515591,545.9425568,500.6038526,426.6677758,549.9161758,837.413306,569.9312125,445.7325308,596.2403646,698.1053653,575.2929319,495.1115247,528.4287551
1191.86,616.8132992,722.1104941,486.2189846,580.0438688,484.7839425,491.100147,547.2263438,889.1406134,586.8122363,443.0717116,637.8510737,738.7092137,582.6689918,572.4586374,527.1637975
1195.42,754.730299,894.8498221,523.7302438,751.755313,635.7861266,563.7625812,718.6330337,1043.92527,726.2831953,542.3887728,760.3994028,897.6832138,696.1802607,693.9173157,656.9925612
1198.97,873.8229035,1035.889583,707.1252582,861.1269042,800.0904098,688.2850485,814.3862651,1292.727192,900.3739738,732.2536725,958.3452963,1090.907328,829.446663,839.4075876,786.975065
1202.51,960.9011496,1228.639732,793.5539487,1022.218657,896.6067961,842.8975187,929.8660566,1422.866292,961.4944556,825.1563683,1041.438698,1252.081517,1017.248122,921.83948,968.6713271
1206.05,1037.665073,1308.830224,917.6962354,1057.520583,989.115289,903.3699608,944.3024259,1528.492484,1084.934523,929.0568168,1160.989551,1326.955743,1044.194561,981.9730193,1024.021365
1209.59,1039.194708,1309.711013,859.3720378,1127.302697,1009.455891,889.6623431,1018.33539,1566.415677,1068.964059,920.454974,1202.687798,1316.999963,1042.025901,971.4082307,974.4251945
1213.12,1096.13009,1324.212052,853.2512743,1057.365008,888.3286033,912.6846329,990.5649649,1506.615782,1023.032944,945.430795,1123.603377,1240.894135,1051.002062,1038.685139,994.9028317
1216.65,1132.95125,1370.963291,977.9738626,1157.197527,1045.333427,987.7967964,1105.251166,1523.492707,1132.031057,1035.674234,1283.106231,1361.378216,1169.692966,1077.563767,1006.634291
1220.17,1313.568221,1579.824681,1147.449719,1301.500263,1102.140361,1195.568799,1204.614006,1576.906359,1188.498277,1264.835243,1507.006295,1504.012161,1475.418529,1251.654137,1179.599585
1223.69,1745.621033,2202.376168,1709.38876,1910.313223,1598.929404,1867.310606,1814.663499,1818.556642,1672.914481,2020.223776,2182.343508,2195.035924,2295.518669,1960.446271,1787.538727
1227.21,2587.949715,3344.017701,2640.6209,3103.186415,2316.010553,3202.29218,3000.139655,2140.393459,2493.379547,3398.449783,3547.647805,3207.919457,3777.083303,3277.710188,2607.201727
1230.72,2626.964295,3481.309224,2735.726052,3265.029843,2414.863805,3351.403482,3103.092486,2268.166713,2566.573348,3583.943212,3710.47912,3391.942711,4017.742343,3324.995907,2746.858597
1234.23,2582.344798,3503.700678,2808.264126,3162.113508,2458.039153,3314.164472,3618.541998,2303.256303,2579.465757,3482.36401,3681.617382,3418.645631,3970.5157,3348.403442,2736.609341
1237.73,2230.681245,3049.762001,2366.86503,2777.117409,2081.126588,2743.225103,2745.238194,2260.772125,2252.986644,2887.782117,3099.562517,2984.188162,3211.30328,2856.922805,2348.253964
1241.23,1886.893658,2420.983127,1788.628668,2126.16154,1775.716099,2032.325327,1958.351075,2212.614076,1844.095875,2016.317473,2337.584448,2391.100243,2405.764983,2093.594005,1865.992468
1244.72,1700.572052,2138.053987,1594.644944,1834.475895,1553.777672,1677.965093,1662.390638,2243.692048,1661.603315,1713.470013,1980.713095,2171.651812,2000.35071,1814.897045,1696.244852
1248.22,1710.376444,2111.03451,1622.503756,1768.060463,1665.261292,1637.414349,1688.986878,2391.57593,1741.998828,1715.11967,2021.618373,2204.552804,1932.380355,1708.17193,1547.101112
1251.7,1698.736848,2289.184623,1628.175005,1860.965233,1633.756942,1684.863038,1685.679789,2513.255612,1822.772274,1681.076376,2080.490199,2219.97315,1958.013814,1706.94866,1623.051244
1255.19,1853.383276,2372.344249,1762.838588,1897.580191,1856.494604,1814.641105,1815.979364,2653.320978,1970.433513,1823.940061,2217.958484,2422.102782,2011.480978,1869.477236,1845.395242
1258.66,1993.325738,2584.273313,1853.2444,2029.515321,1941.044258,1909.498491,1877.565592,2969.531913,2056.782403,2033.920653,2410.083141,2589.591628,2255.511738,1983.107655,1956.303099
1262.14,2174.444243,2820.941732,2055.692336,2228.750608,2113.285881,2192.455136,2111.918462,3033.238297,2277.348799,2197.588079,2689.514077,2835.189612,2490.775982,2177.019914,2162.474804
1265.61,2493.788797,3318.799425,2463.952287,2613.636031,2380.129451,2599.370979,2503.907961,3083.920007,2589.022555,2780.442264,3084.671199,3180.826658,3051.403596,2652.134005,2545.300347
1269.08,3119.329406,4223.246306,3268.914144,3507.83157,2910.204941,3600.215955,3417.724074,3177.856918,3146.003523,3961.653129,4317.684411,4114.372687,4357.344464,3718.889923,3320.859713
1272.54,4326.19607,5886.092286,4739.447795,5074.137199,3955.062322,5533.259997,4981.986781,3391.058903,4354.311552,6006.520594,6325.723613,5559.687615,6725.778467,5614.097654,4664.562886
1276,5063.998789,7046.137273,5683.253123,6271.372892,4526.121564,6860.963036,6180.766063,3480.805828,4989.386487,7526.504576,7734.798701,6433.101356,8287.24548,6857.637186,5491.089847
1279.46,4680.207558,6790.261166,5343.190009,6076.428617,4301.322631,6559.014994,5831.951892,3229.527559,4692.938169,7152.834982,7236.739566,6092.263817,7967.965372,6606.118498,5203.900571
1282.91,3872.342365,5571.63386,4407.808325,4965.094333,3579.295484,5268.845791,4716.864237,2872.683958,3878.466434,5708.631716,5811.866088,4974.304898,6229.288006,5309.241563,4268.235029
1286.35,2951.573196,4095.945242,3162.427942,3662.959996,2687.680077,3778.125336,3466.793058,2458.854882,2905.951115,4028.144671,4226.188144,3694.464495,4559.253233,3882.126347,3185.413186
1289.8,2286.470031,3072.895195,2370.038722,2743.535557,2037.626365,2785.903534,2599.758313,2171.600188,2270.02204,2935.803738,3114.325601,2857.242498,3218.850902,2850.922812,2381.075002
1293.24,1888.112849,2455.963595,1887.520527,2162.330961,1719.574296,2159.120289,2018.089956,1979.349728,1831.529032,2285.968802,2480.188326,2392.238792,2499.690854,2160.860914,1933.710436
1296.67,1697.201625,2184.910316,1602.363216,1896.096152,1567.683819,1834.225497,1787.567936,1835.033352,1654.271915,1904.709744,2128.34618,2161.303262,2114.102929,1907.130609,1683.209442
1300.1,1572.346332,1972.515231,1455.636646,1725.361073,1423.434878,1618.909057,1604.242203,1825.810911,1504.830509,1628.176445,1888.299021,1979.415788,1869.436963,1706.981849,1502.711974
1303.53,1520.256943,1878.75821,1421.71067,1589.345661,1403.317419,1452.320862,1515.742705,1911.112249,1449.844634,1566.748782,1776.736708,1917.336248,1717.332791,1544.674584,1503.397983
1306.95,1514.753429,1835.389121,1373.305144,1570.649856,1423.181384,1448.490807,1470.849385,2021.877214,1478.184107,1490.396632,1781.309095,1925.584521,1689.590245,1547.058761,1393.81742
1310.37,1525.575758,2022.607828,1411.879919,1566.703593,1510.796716,1436.688783,1446.232189,2241.745647,1572.738744,1464.749869,1756.346036,2011.88048,1669.359157,1537.22433,1489.730232
1313.78,1684.053898,2172.664198,1523.454847,1669.726808,1658.303353,1524.254681,1533.671059,2574.627391,1770.618359,1588.348368,1921.557383,2145.833999,1771.449356,1557.281235,1630.866369
1317.19,1894.117815,2470.408091,1739.329776,1796.969433,1924.911235,1682.188389,1687.595935,3114.402283,2089.772767,1801.361999,2191.682985,2460.854948,1941.600669,1807.449419,1843.845774
1320.6,2297.997473,2899.139367,2040.274555,2080.5614,2284.970298,1904.869794,1900.396758,3808.190161,2465.531778,2061.230634,2557.52269,2910.123197,2186.772922,2026.758827,2186.208392
1324,2681.302834,3423.627885,2460.05903,2369.492638,2718.370478,2210.488784,2260.773465,4631.060857,3038.985202,2402.56414,3003.946345,3392.158611,2576.625939,2344.539397,2642.714166
1327.4,3041.043859,3972.933498,2859.403046,2709.173075,3170.701707,2518.46524,2516.015992,5461.364201,3539.862844,2777.152383,3487.563792,3890.291055,2950.579542,2644.29107,3082.363036
1330.79,3402.450505,4455.016058,3276.416443,3043.252637,3583.983916,2842.949046,2778.564272,6207.090019,4025.24451,3128.695229,3925.074872,4367.960387,3291.30355,3004.18378,3469.154938
1334.18,3650.442726,4872.355412,3590.149061,3253.421246,3855.397031,3071.65008,3005.698237,6721.098128,4356.329999,3361.242538,4248.969422,4670.986466,3567.497779,3198.957462,3748.569808
1337.57,3854.890473,5135.331402,3704.960735,3371.168822,4119.460975,3244.008219,3177.557816,7124.778343,4649.959107,3563.964168,4496.507273,4977.949141,3786.752042,3388.452047,3956.297576
1340.95,4015.963693,5370.733866,3858.341297,3555.205279,4281.345669,3345.963335,3285.182933,7448.830469,4824.201627,3752.239975,4756.518256,5133.398261,3927.066148,3477.377461,4138.628169
1344.33,4178.612331,5583.982638,4005.430576,3656.870533,4469.281026,3524.125298,3402.28351,7706.134307,5012.007345,3835.269808,4934.142194,5301.603667,4094.889902,3620.363629,4298.44151
1347.7,4317.626324,5717.407544,4074.488397,3734.454491,4561.256959,3586.903976,3450.969467,7954.219648,5080.636043,3947.783516,5025.778906,5387.385197,4074.923108,3703.750471,4354.90752
1351.07,4314.035609,5714.388407,4145.994578,3729.69706,4507.333373,3591.619231,3431.650718,7990.266275,5118.257499,3968.370941,4979.358207,5383.402682,4119.925561,3727.307905,4414.476111
1354.44,4289.630117,5736.165041,4132.908937,3735.618141,4556.330171,3629.690922,3475.187177,7883.273966,5253.491486,4111.861925,5080.279906,5420.975948,4132.317055,3760.975843,4452.597195
1357.8,4361.419774,5860.337258,4225.251287,3869.307632,4691.86725,3745.538907,3563.668751,7832.772489,5214.62777,4207.216302,5222.733808,5556.914817,4322.21738,3902.524195,4504.750678
1361.16,4307.804502,5860.574863,4226.251434,3810.455429,4629.914503,3696.603036,3504.155346,7914.401603,5168.926113,4160.543904,5188.639711,5484.759104,4343.416321,3813.282867,4481.416461
1364.51,4270.18422,5742.717653,4163.029183,3674.511421,4583.821819,3579.613158,3409.786863,8019.551061,5147.016272,4064.894558,5018.247411,5380.038619,4220.233659,3701.74176,4444.814441
1365.83,4268.94884,5690.375421,4135.524334,3620.305495,4579.41908,3531.199119,3378.0532,8061.710608,5148.547998,4027.948088,4945.026695,5351.613167,4160.35917,3671.000773,4436.42451
1369.47,4313.068273,5749.947956,4160.576682,3657.397535,4534.316167,3553.950759,3359.944252,7824.479981,5124.361038,4011.334312,5034.207348,5266.562545,4147.902626,3679.519799,4411.576558
1373.1,4115.122424,5531.445037,3946.566018,3504.597419,4339.912952,3457.267916,3239.06991,7667.218907,4972.235133,3877.513046,4815.149149,5087.00655,4015.273796,3582.838731,4269.120467
1376.73,3898.121192,5253.816442,3752.90213,3354.945025,4152.519307,3204.080425,3081.360062,7161.267108,4752.090019,3550.4341,4614.541871,4795.554968,3814.212444,3355.837454,4028.496116
1380.36,3691.174476,4959.291939,3552.6048,3206.900223,3787.245096,3104.668116,2989.424593,6811.564296,4437.345427,3481.957283,4296.575284,4543.547583,3551.418329,3194.825851,3809.443381
1383.99,3524.402168,4745.941294,3458.993809,3126.632883,3748.220182,3066.660816,2885.063384,6495.270178,4289.901083,3377.532397,4251.429152,4492.164173,3475.721208,3186.173804,3668.452133
1387.61,3429.984156,4713.164267,3412.868931,3073.002871,3659.234421,3066.25835,2840.156314,6263.284452,4162.21671,3394.459243,4219.133235,4377.964514,3536.790833,3137.451189,3574.772238
1391.23,3503.370327,4667.790613,3486.67994,3321.400049,3655.947668,3353.280539,3039.593258,5639.526811,4074.032024,3699.047617,4376.44729,4477.718374,3880.366953,3437.017879,3708.49356
1394.84,3224.400562,4375.860083,3204.286605,3142.704277,3328.029773,3181.167202,2946.65409,4968.476941,3691.73674,3512.567313,4060.211067,4075.385519,3703.599315,3330.713745,3358.93596
1398.46,2528.464741,3406.042422,2459.58869,2340.235412,2643.840583,2397.318153,2247.048679,4121.544522,2928.520566,2635.948121,3023.474315,3117.675709,2728.57766,2496.078654,2671.589292
1402.07,2174.522738,2777.627371,2047.605959,1943.613305,2204.859939,1906.223205,1850.446892,3635.559232,2461.893209,2150.129827,2543.276776,2639.4787,2162.301725,2027.992469,2150.633411
1405.67,2002.264427,2528.494669,1846.468172,1767.467808,1984.357685,1669.552166,1629.408594,3256.65074,2239.854371,1839.012214,2235.698192,2417.034247,1977.301246,1816.835053,1956.028166
1409.27,1820.849678,2381.674052,1699.335085,1715.63877,1878.573656,1600.884843,1553.673648,3061.288715,2057.833753,1740.545063,2121.898298,2269.882101,1880.915957,1707.076264,1787.993405
1412.87,1692.42836,2201.84525,1677.566456,1634.976038,1716.997691,1575.291044,1503.311914,2900.062821,1937.511052,1714.088155,2041.256832,2149.782009,1774.455588,1713.47596,1727.518974
1416.46,1598.89034,2115.107996,1522.632038,1512.069457,1600.599623,1405.020571,1373.733252,2569.842721,1787.155964,1562.751267,1942.383526,2016.883718,1655.859868,1583.193996,1641.384717
1420.05,1493.585483,1992.642017,1480.681584,1403.008871,1621.969285,1442.943228,1300.58752,2486.208072,1700.388184,1470.454176,1808.418112,1903.526972,1558.108526,1483.560226,1574.090478
1423.64,1492.773652,1916.917039,1395.854845,1336.174121,1409.036509,1364.068815,1302.354576,2305.538531,1612.687404,1469.046655,1751.530318,1865.261513,1537.831286,1395.474503,1451.246097
1427.22,1483.22471,1857.002786,1348.901571,1384.495049,1421.921124,1402.697132,1352.014274,2176.063752,1630.293315,1463.278477,1774.679873,1852.357081,1599.747874,1472.956678,1509.501412
1430.8,1539.318518,2021.78898,1533.86151,1465.071494,1489.102957,1508.907978,1457.596469,2104.993385,1664.095604,1656.279416,1910.186503,2022.303415,1818.568011,1646.6466,1564.096263
1434.38,1630.224933,2184.075342,1619.684409,1702.863295,1641.881837,1744.53115,1659.261013,2117.93708,1769.733961,1850.719239,2084.329931,2178.37025,2014.14142,1830.704117,1700.550485
1437.95,1927.103815,2678.86159,2086.050013,2147.130287,1976.427588,2196.716443,2124.247757,2298.884485,2070.858069,2423.917717,2635.339879,2685.997321,2647.637819,2335.599076,2076.943913
1441.52,2251.965019,3209.707439,2430.068066,2646.822306,2227.150034,2751.98365,2592.256552,2650.475243,2464.937614,2955.344616,3253.406068,3153.264361,3306.536925,2839.461321,2523.58638
1445.08,2529.378399,3615.962603,2760.158309,2934.989184,2532.518996,3016.292564,2788.297245,3116.478998,2740.932278,3188.939699,3524.138215,3547.411099,3504.278454,3074.090695,2754.577718
1448.65,2751.513807,3799.186793,2873.140483,2961.650751,2813.764294,3041.582973,2864.24968,3781.325389,3083.651738,3284.502728,3772.476034,3782.75726,3622.572117,3141.067036,2995.867754
1452.2,3002.651092,4094.189715,3080.724322,3089.446836,3035.195745,3176.814662,2922.693701,4418.654053,3438.245673,3422.403462,3916.049236,4066.632569,3659.837621,3238.550182,3182.666315
1455.76,3139.4701,4321.001071,3213.599561,3170.76726,3254.783162,3243.467416,2953.879145,4980.234624,3690.193755,3472.171654,4013.747527,4185.686744,3705.204671,3334.759964,3342.633223
1459.31,3288.760675,4501.87056,3394.42593,3294.491847,3350.086357,3387.171012,3090.89585,4906.62673,3758.025655,3601.147057,4268.300611,4346.5295,3960.052967,3441.516215,3413.658298
1462.86,3646.702658,4970.047877,3848.963156,3884.320414,3630.825138,4006.075227,3656.043649,4709.719995,4044.091039,4378.799418,4903.978186,4728.650547,4744.012206,4162.108759,3886.041356
1466.4,4146.255885,5893.882711,4654.150964,4876.782775,4062.589309,5291.729835,4653.772372,4253.414037,4522.89957,5620.068481,6032.819947,5518.509593,6245.902081,5355.80742,4600.48221
1469.94,4032.650191,5599.224747,4539.999074,4882.248741,3868.07867,5285.594603,4659.461846,3467.298471,4146.420906,5719.083987,5944.885584,5208.756339,6312.97228,5241.232017,4369.860668
1473.48,4129.805403,5810.063664,4747.7272,5159.338118,3775.553019,5758.569296,4993.771893,2873.392906,4169.814702,6136.44567,6385.94478,5322.59048,6820.102486,5768.082364,4500.896535
1477.01,4284.781347,6013.839136,5006.965053,5631.520707,3921.432148,6292.873673,5310.81233,2381.676949,4285.050607,6707.963257,6818.897214,5482.161709,7427.562373,6268.628269,4812.589611
1480.54,4074.177845,5663.64083,4697.59234,5267.656304,3653.895847,6017.987485,5105.99297,1879.440203,3866.108267,6438.916472,6466.462557,4989.689711,7069.881611,5939.969535,4521.739691
1484.07,3578.804714,5080.768407,4237.098762,4879.354699,3151.7439,5527.300478,4632.223619,1536.622269,3467.717324,5973.695031,5790.320472,4401.904165,6478.48986,5431.515958,4083.516567
1487.59,2052.991765,2866.741524,2333.594015,2808.615677,1777.946089,3053.612394,2601.25408,897.3527471,1923.167415,3264.948642,3229.770619,2416.264748,3585.096775,3162.877329,2269.010023
1491.11,1097.128809,1384.419831,1126.267791,1319.789018,898.152193,1456.592966,1265.92415,571.8012339,971.6381745,1556.657009,1567.50265,1198.011129,1680.322005,1524.883432,1108.899843
1494.63,710.0156522,747.7729764,669.0197807,791.4344993,506.6719877,764.7719269,692.1236229,360.1573265,598.0392345,864.6598325,871.4362134,681.8629776,918.095192,949.7040501,567.2358051
1498.14,556.4921007,493.4006064,418.8296717,475.3318968,423.8252491,516.0490063,485.5322929,307.8506212,371.2802265,612.93681,576.190957,405.9499606,574.38598,686.3989626,444.6676889
1501.65,399.5679599,307.7623667,290.4971525,342.9309856,234.5217523,305.5439338,358.6299526,188.6827138,241.5917809,348.5176397,358.7565275,231.5517444,357.6540102,454.1879491,272.4252723
1505.15,388.5730345,281.7779029,186.5819106,279.7915404,244.8812721,276.7264382,269.3813943,189.2441999,203.9935282,259.5220184,307.7625709,229.1279951,303.5389236,438.4207885,263.4583329
1508.65,309.6271289,215.4568598,169.5836333,193.8933356,116.713583,179.1162482,186.1364098,115.2556747,148.2490983,216.3096429,225.248733,151.9683786,198.900361,329.8072588,167.466648
1512.15,277.9500472,168.1188822,123.4020078,180.686145,92.14845934,128.9630922,186.8137908,123.2927334,105.0841211,215.5602095,159.6446591,77.6725605,143.5679627,348.9071379,196.7599948
1515.65,292.2015928,166.6636145,141.296721,159.4797426,101.1456752,159.8366983,155.8383286,114.7429711,106.2152263,205.5934144,168.5699944,127.0602063,206.2513688,310.1802033,162.7381501
