0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
760.4237269494597,1460.4264267193805,1774.7441551079123,1306.0655259488324,1052.310944770409,1226.4716185226932,1121.079868570569,1047.2180611354745,1212.3083152801414,1144.0129895614189,1519.1747358933749,1168.7177464663787,1038.5405474621398,1403.2757031075382,1009.4158167629997,1322.337100410752,2145.3203491012705,1386.3757153854574,1494.958355077456,1529.0597834357548,2128.147033822941,1610.7523416772565,1911.9020315201594,1573.6682006374226,1501.5949310277176,1602.6477427092198
841.0616172148236,1543.1216746380596,1901.6246952763088,1448.4015709855994,1167.9097057048637,1327.053778066797,1252.046614912027,1123.4132002156234,1268.4563256365345,1165.2143123591557,1613.893825161925,1148.338360371169,1060.507156319253,1512.878635878605,1005.9793201362668,1363.330085658364,2208.2788399448036,1493.5658423272275,1532.9681318640241,1550.9092347035855,2252.715469699689,1691.2337482338755,1980.8862520997504,1689.4161230878228,1522.570895584853,1618.8862569406915
773.0845074725834,1541.3769225421338,1899.5452354269582,1378.5876160093062,1130.9784665340874,1349.8159375986356,1252.193361242274,1125.6283392853,1314.954335980804,1207.0956351454524,1652.5429144152827,1160.9889742642722,1070.0637651659808,1512.4615686356392,1012.8728234994398,1433.4530708927523,2272.8473307668837,1496.4359692551338,1584.0179086356425,1530.0486859561258,2290.8239055551558,1665.5351547743867,1938.0204726602221,1601.5540455224861,1562.2768601269722,1628.324771156137
796.809397706724,1537.5821704015686,1949.235775523096,1393.763660992407,1147.8172270360583,1456.4580970926743,1222.0001075375792,1077.6634783227983,1280.0023462881434,1175.0969578972172,1604.9920036221188,1239.6195881225178,1049.2803739813328,1583.6045013494793,1020.5963268323646,1368.2260560870607,2176.515821523974,1515.2060961403772,1551.6776853620318,1568.5581371625758,2240.7823413455326,1637.7965612657704,1911.0846931626472,1655.3419679087822,1514.8328246238339,1681.943285323341
744.9662878934998,1490.2274181709147,1885.4263155089645,1294.6097058935732,1073.915986875656,1312.7102565098803,1220.0568537616894,1119.3186172951555,1233.6903565205948,1167.578280579286,1552.6710927345764,1127.3802019111256,991.6569827336181,1554.38743397584,991.4098301047588,1389.8090412000984,2113.204312149812,1423.396222939194,1499.437461997074,1468.137588276836,2131.1807770041037,1556.1479676583526,1867.9689135487179,1580.5198901980652,1458.8187890295742,1552.2417993938047
719.6141780011967,1469.342665789348,1750.096855309312,1319.1057506575357,1091.5747456029794,1271.032415796656,1161.543599866132,1005.3737561586333,1178.968366627402,1106.3396031447462,1509.8501816887501,1116.2108155829192,971.8335913806527,1464.8803664545994,938.7133332761343,1262.422026176992,2050.9328025563673,1391.136349592669,1471.7772384791324,1395.237039237121,2097.169212441744,1563.2393738860808,1839.9831337410164,1515.2678123251358,1471.7047532831812,1573.5803133022118
703.7440679906514,1414.6779131811415,1791.1873948300329,1247.5917952160812,1073.4835026607343,1218.2145748862758,1081.5603457902325,996.2088948582989,1120.6463765454707,1061.280925535007,1427.659270405208,1075.9314290794478,898.4301998703365,1477.3432987100928,822.1568362960882,1185.2550109489698,1942.7612926344787,1400.4364760276526,1432.9570147315767,1346.0964899669636,2010.6176475480183,1557.2207798673394,1809.3273536434435,1550.0157342089888,1435.680717309054,1564.8288269677214
686.0569578155039,1397.9031602558741,1669.6579339595205,1166.9478394878038,1019.8122573824706,1120.476733699305,1085.5570914617028,949.5440333291667,1047.514386199917,1021.1322476804155,1386.2283587894185,998.2220423310996,836.5468081408508,1424.1362306520043,809.3603391048302,1152.567995434637,1866.9697822544756,1275.366602157083,1316.3167906630592,1350.8159403759455,1894.3560821915175,1485.5621855048828,1714.981573141501,1483.303655753467,1366.9766810168744,1482.9173402937572
564.1308474223575,1344.6384069089786,1584.178472568257,1100.6338833788227,857.3410089943889,1049.338892144126,959.9538367974379,872.979171496288,1004.6623955046508,937.9035695007058,1286.717446732574,932.0126552575027,780.4734161213921,1323.249162175247,741.22384163435,1129.4309795407448,1724.7482712672593,1245.536727879896,1232.8765661679022,1296.4353903601852,1788.8145162207295,1310.8035906858913,1662.2957921025984,1419.6515768469135,1322.962644301969,1459.5358531680956
593.5577367509542,1281.1036530219094,1487.5690105100273,1095.439926783588,811.5597566207076,1024.2910501179172,969.7305817034778,834.0843092752203,954.3504043631075,900.8148909054005,1171.406534112005,852.7532677683032,763.9200237327924,1306.0620931604922,668.497343808542,1070.6339631625199,1636.2567595050627,1199.7768530822723,1211.5263411272645,1156.7048398022953,1795.1229494651952,1379.4749952826917,1536.4400103769945,1333.5594973628372,1262.098607045993,1386.4143654636837
536.615625735395,1257.808898462674,1462.199547622775,1082.5859695855424,851.9784992999117,1011.3232075073629,858.3873260762629,763.2494465727897,930.2684126686747,858.0362117946431,1208.9956207921743,844.7938797638275,689.1466308880786,1269.8850234751783,679.2708455438893,990.2269461838943,1586.1552467828699,1099.536977637938,1198.4561154099772,1169.9042885719234,1643.6013817365704,1340.8563991545009,1538.1242277983254,1282.107417160552,1205.8145691173731,1346.0228770388726
505.0245143038454,1226.6841430864688,1408.4100837295673,976.7220116571758,818.0272359893295,993.4053641889051,862.2440698025365,748.5445832874825,907.8464203051981,784.1975320595701,1122.5147066258314,818.8244911358738,661.1852374926382,1233.2979529736833,661.7343467501903,996.8199284780936,1541.3437328993036,1099.4071014086212,1106.385888872756,1125.5737365271502,1608.9798128285586,1342.1678021467424,1489.6884441848629,1256.5953360860349,1235.420530371915,1344.6213877381501
513.6624023791044,1198.939386735913,1331.8706186388515,974.6080528601508,790.3659655610909,946.1875200288729,805.9408127604576,713.9797193101526,830.0144271472188,813.1588515827364,1109.763791453636,787.9751017677933,634.0278434449679,1247.690881497688,608.4838473304502,908.6129099084415,1467.192217637124,1119.4672242450551,1147.8856613603316,1090.3131835143568,1658.0482425184268,1324.2592040914312,1441.792659339498,1298.943253972444,1254.1864906533667,1321.229897392544
411.0952898789211,1192.324629241358,1266.3511521449882,962.8240930463634,762.4746868055224,876.3796748836603,791.5575548195634,706.3448545241677,787.6324330602015,769.8701702388548,1035.9728751050216,732.6757115347476,552.5994486369515,1203.5838088765377,586.9373471810567,943.6158903282933,1434.800700763679,1065.3373459869777,1119.755432706371,1064.0826293686698,1588.7266705673537,1260.1506048071594,1442.0768730502239,1290.2611706403686,1222.0024497931208,1311.438405819635
399.2481767159079,1189.1498704211654,1306.0916840290204,925.680132057963,807.143398433914,903.5118286001997,839.4742958413306,723.7199888057557,816.0404379013087,761.0314878945078,1045.1319573983242,791.0963203040199,594.3440529541332,1236.616734927101,583.9648461923128,910.2388695819177,1418.9791820316427,984.1074664629334,1081.185202733062,1092.6620739143107,1615.2450967199352,1318.952004099277,1415.901085090616,1301.79908589741,1226.8784076100276,1329.2969128237905
450.6850627985663,1242.6151100817738,1315.7922140593269,957.4161697274707,801.3220990813077,952.7739810166597,838.7610356793209,728.8651220240815,847.9884415198276,739.1128044085772,1067.1810381415198,748.756927935565,620.063656276531,1209.8196594542108,620.944344248652,915.9618475041473,1410.5176611793422,1071.4475854908121,1123.5749712513946,1100.5415169648609,1661.0335207048804,1278.7834017605321,1512.465295219829,1359.656999538266,1266.9543639107185,1295.7754181962655
445.2949480314054,1194.74034801773,1273.5327419912262,975.1722058781509,758.4407873020309,909.9861319621731,816.737774178701,746.1102540410723,799.0764437568845,800.9041196323353,1048.3501171321336,760.477534281428,588.148258478219,1256.5825822503334,552.891841228668,924.5048239207124,1430.9661379309139,1024.8177028786624,1136.1647380615468,1149.3309583229745,1606.471942234746,1307.5647975704826,1462.0495031828573,1276.2549113446162,1225.2503184895552,1351.6139217150192
446.4468323144275,1232.635584011154,1427.3232675668776,1026.4782403236934,823.4794615702789,970.4782812563456,837.6345111762499,744.005384711366,882.1744444451256,804.2554334096637,1127.189194157018,821.4781391861657,661.234859427071,1282.2555030958363,686.3853370047452,1015.747798648183,1523.96461199639,1098.1978184238194,1178.674502952461,1134.280397780301,1708.2603610054782,1369.056191295899,1568.8537087095717,1353.8528210845438,1238.716271128229,1463.2324231450552
489.30771554318176,1298.6508178322201,1400.5837905157064,1050.2242728680367,889.5881202844021,993.1904287096828,861.5412465005791,794.0205138821409,951.422443409207,865.2867455764346,1167.308268992543,869.6087424867301,725.0594589850796,1314.9284217585232,652.1388314437392,1032.080771493885,1617.1930830714925,1168.957931913369,1224.264265701718,1201.1698351169966,1817.768776696958,1399.4075826904768,1628.7079115152223,1391.0007285133702,1322.07222159618,1445.450922237861
483.1295976087528,1352.1460492387753,1443.824310552865,1083.6103033048548,871.8467617604033,1052.342574122986,941.2379799719245,848.8756413931342,962.6204404649627,933.9180559604775,1240.1973414038061,939.2393440118593,693.7560570076246,1394.4813379933732,719.0423244056416,1070.9837422549867,1666.441550836704,1177.1680431234163,1307.2740260751116,1310.0492701018743,1828.8571889719856,1478.438971494221,1714.0721112993708,1489.7086333728776,1393.8281696504616,1476.4594187302896
543.5564783973325,1415.3512779756797,1591.9348273794978,1127.546331417319,924.785384225326,1113.6847172871242,941.694711401906,879.9607670761435,984.3384354187126,937.1993643809693,1269.1064111442324,946.2799435815941,759.7826533428353,1395.174251542217,752.8358157439225,1182.2967107183354,1729.1800149563346,1274.5481518183763,1322.3137838261937,1361.0687024917347,2048.5655974751817,1533.040357433141,1769.5163077452924,1472.4665353909386,1433.7341150349048,1567.1779123447423
595.6573577902811,1454.9665037742732,1703.375340682314,1215.2023569777646,1014.9439858190286,1177.1568579824425,1027.411440592731,926.9858907544769,1029.4264280671507,1059.8806706477476,1358.415477954844,1018.2505410065837,824.1092478319038,1447.2571621329407,811.7593053048615,1242.129676660068,1901.2884750780313,1328.808257750892,1407.033538695443,1370.02813203028,2061.83400183288,1625.0517402184632,1847.65050051912,1575.8044342805283,1485.2000574794038,1643.556402788854
